01.06.2020 00:00;Bel_A51/1_M3_653;Vwz_A51/1_M3_653;Bel_A51_M2_652;Vwz_A51_M2_652;Bel_A55_M6_666;Vwz_A55_M6_666;Bel_H51/1_M2_652;Vwz_H51/1_M2_652;Bel_H51_M1_669;Vwz_H51_M1_669;Bel_H55_M5_665;Vwz_H55_M5_665;Bel_Schluessel_S55;Vwz_Schluessel_S55;Bel_T1;Vwz_T1;Bel_T5;Vwz_T5;Bel_T6;Vwz_T6;Bel_V55_M4_664;Vwz_V55_M4_664;Bel_VR_101_einw;Vwz_VR_101_einw;Bel_VR_102_ausw;Vwz_VR_102_ausw
08.06.2020 23:00;2;2000;2;1990;2;2000;2;1990;2;2000;2;2000;0;0;4;5000;0;0;1;1120;2;2000;6;620;9;1300
09.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;4;410;8;820
09.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;610
09.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 05:00;3;3000;3;2990;3;2990;3;3000;3;3000;3;3000;0;0;1;1130;0;0;0;0;3;2990;2;200;1;100
09.06.2020 06:00;3;2990;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;2;2000;0;0;4;4980;4;3990;18;1840;6;610
09.06.2020 07:00;5;4990;4;4000;4;3990;4;4000;4;3980;4;3990;0;0;9;9660;0;0;9;9110;4;3990;49;5020;53;5430
09.06.2020 08:00;5;4990;5;5000;4;3980;5;5000;5;5000;4;4000;0;0;10;12680;0;0;8;12130;4;4000;78;8251;50;5090
09.06.2020 09:00;4;4000;4;4000;4;3990;4;4000;4;4000;4;3990;0;0;12;14350;0;0;12;12500;4;3990;61;6671;38;3880
09.06.2020 10:00;3;3000;4;4000;3;3000;4;4000;4;4000;3;2990;0;0;13;15460;0;0;15;19140;3;3000;51;5591;32;3410
09.06.2020 11:00;4;3990;3;3000;4;4000;3;3000;3;3000;4;3990;0;0;21;24030;0;0;9;9100;4;4000;31;3180;55;6140
09.06.2020 12:00;4;4000;4;4035;5;5000;4;4045;4;4000;5;5000;0;0;9;10440;0;0;12;14940;5;4990;39;4010;56;6130
09.06.2020 13:00;6;5990;6;5990;5;5000;6;5990;6;6000;5;4990;0;0;15;15680;0;0;14;18160;5;5000;47;4810;73;7460
09.06.2020 14:00;4;3990;4;3990;4;4000;4;4000;4;3990;4;3990;0;0;15;16850;0;0;15;17350;4;4000;35;3620;39;4010
09.06.2020 15:00;4;4000;4;4045;4;3990;4;4045;4;4000;4;3990;0;0;25;31150;0;0;12;12910;4;4000;14;1420;59;6040
09.06.2020 16:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;24;24750;0;0;14;16940;4;4000;12;1230;92;9930
09.06.2020 17:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;17;19015;0;0;18;18645;4;3990;49;5420;106;11622
09.06.2020 18:00;4;3990;4;4000;4;3990;4;4000;4;4000;4;3990;0;0;14;15500;0;0;11;12948;4;3990;28;2890;98;10020
09.06.2020 19:00;5;4990;5;4970;5;4990;5;4970;5;5000;4;3990;0;0;13;13630;0;0;15;15930;4;4000;22;2380;58;7060
09.06.2020 20:00;3;2990;3;2980;3;2990;3;2980;3;3000;3;2990;0;0;6;6820;0;0;5;7580;3;3000;13;1320;33;3380
09.06.2020 21:00;2;2000;2;2000;3;3000;2;2000;2;2000;3;3000;0;0;5;6000;0;0;5;5730;3;2990;11;1140;20;2070
09.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;4;4819;0;0;0;0;2;2000;2;200;14;1440
09.06.2020 23:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;0;0;0;0;1;1270;2;1990;4;400;11;1110
10.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;1;1160;0;0;0;0;1;1000;0;0;4;420
10.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;200;1;100
10.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;2;200;1;100
10.06.2020 05:00;3;3000;3;3039;3;3000;3;3039;3;3000;4;4000;0;0;0;0;0;0;0;0;3;3000;2;220;1;100
10.06.2020 06:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;2;2200;0;0;2;2100;4;4000;11;1130;3;300
10.06.2020 07:00;4;4000;4;4000;4;4000;4;4000;4;3990;5;5000;0;0;7;9620;0;0;12;13510;4;4000;51;5230;46;5060
10.06.2020 08:00;4;3980;4;3990;4;4000;4;4000;5;4990;4;4000;0;0;11;13470;0;0;11;13320;4;4000;50;5100;35;3590
10.06.2020 09:00;5;5000;5;4990;4;4000;5;4990;4;4000;4;3990;0;0;9;9510;0;0;12;14550;4;4000;32;3270;21;2150
10.06.2020 10:00;3;3000;3;2990;4;4000;3;2990;4;4000;4;4000;0;0;8;8720;0;0;7;8350;4;3990;32;3290;12;1230
10.06.2020 11:00;5;4990;6;5980;5;4990;6;5990;5;4990;5;4990;0;0;12;13400;0;0;8;8280;5;4990;23;2360;32;3300
10.06.2020 12:00;5;4980;4;4000;5;5000;4;4000;4;4000;5;5000;0;0;8;8040;0;0;8;8575;5;5000;26;2650;37;3790
10.06.2020 13:00;5;5000;5;4980;3;3000;5;4990;5;5000;3;2990;0;0;17;18200;0;0;14;15260;4;3990;40;4090;52;5730
10.06.2020 14:00;4;4000;4;4000;6;6000;4;4000;4;3990;6;5980;0;0;20;21670;0;0;13;14850;5;5000;17;1730;46;4750
10.06.2020 15:00;4;4000;4;3980;3;2980;4;3980;4;4000;3;3000;0;0;16;19100;0;0;14;14650;4;4000;0;0;47;5165
10.06.2020 16:00;4;4054;4;4000;5;5000;4;4000;4;3990;5;4980;0;0;19;20080;0;0;16;21680;4;4000;1;110;51;5260
10.06.2020 17:00;4;4000;4;4000;5;4990;4;4000;4;4000;4;4000;0;0;23;26510;0;0;15;17100;4;4042;13;1350;60;6100
10.06.2020 18:00;4;3980;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;17;17420;0;0;13;18920;4;4000;11;1130;74;8771
10.06.2020 19:00;5;5000;5;4990;4;4000;5;4990;5;5000;4;3990;0;0;9;9190;0;0;9;9230;4;4000;14;1430;60;6120
10.06.2020 20:00;3;3000;3;3000;3;2990;3;3000;3;2990;3;2990;0;0;7;7080;0;0;6;7420;3;3000;27;2790;43;4861
10.06.2020 21:00;2;2000;2;2000;3;3000;2;2000;2;2000;3;2990;0;0;10;12020;0;0;2;2020;3;3000;3;300;25;2891
10.06.2020 22:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;4;4270;0;0;0;0;2;2000;8;820;8;1211
10.06.2020 23:00;2;1990;2;1990;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;1;1210;2;1980;2;210;15;1530
11.06.2020 00:00;0;0;0;0;1;990;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;3;300;5;530
11.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;410;4;430
11.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;5;520
11.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 05:00;1;1000;1;1000;1;1000;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;1;1000;0;0;1;100
11.06.2020 06:00;3;3000;3;3000;2;2000;3;3000;3;2980;2;2000;0;0;0;0;0;0;0;0;2;2000;0;0;2;210
11.06.2020 07:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0;2;1990;2;200;1;110
11.06.2020 08:00;2;2000;2;1980;2;2000;2;1980;2;2000;2;2000;0;0;0;0;0;0;0;0;2;1990;3;310;3;300
11.06.2020 09:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;0;0;0;0;5;6080;2;1990;9;920;3;300
11.06.2020 10:00;2;2000;2;1990;2;2000;2;1990;2;1990;2;1990;0;0;9;13710;0;0;0;0;2;2000;9;930;11;1582
11.06.2020 11:00;2;2000;2;1990;2;2000;2;1990;2;2000;2;1990;0;0;6;7170;0;0;2;2410;2;2000;9;930;14;1420
11.06.2020 12:00;3;2990;3;3000;3;2990;3;3000;3;3000;3;3000;0;0;9;15820;0;0;6;6970;3;3000;7;720;22;2240
11.06.2020 13:00;4;3990;4;3990;4;4000;4;3990;4;3990;4;3990;0;0;8;12580;0;0;10;11040;4;4000;20;2050;23;3110
11.06.2020 14:00;4;4000;4;4000;5;4990;4;4000;4;4000;4;4000;0;0;4;4630;0;0;10;11230;4;3990;15;1560;25;2950
11.06.2020 15:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;8;8160;0;0;16;17660;4;3990;13;1330;44;5022
11.06.2020 16:00;4;3990;4;4000;4;3980;4;4000;4;3990;4;4000;0;0;9;12140;0;0;10;11990;4;3990;16;1620;30;3080
11.06.2020 17:00;4;4055;4;3990;4;3990;4;4000;4;3990;4;3990;0;0;8;9040;0;0;11;12710;4;4000;21;2140;47;4860
11.06.2020 18:00;4;3990;4;4000;4;3970;4;4000;4;3990;4;3990;0;0;7;8010;0;0;7;9820;4;4000;16;1650;29;2980
11.06.2020 19:00;2;1980;2;1990;3;2990;2;1990;2;2000;2;2000;0;0;6;6650;0;0;7;7110;2;1990;20;2070;34;3480
11.06.2020 20:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;5;5340;0;0;4;4590;2;2000;6;610;24;3212
11.06.2020 21:00;2;2000;2;1990;2;1990;2;1990;2;1990;2;2000;0;0;7;7898;0;0;2;2960;2;1990;6;620;22;2260
11.06.2020 22:00;2;2000;2;1990;2;2000;2;2000;2;2000;2;2000;0;0;5;5220;0;0;1;1010;2;2000;5;510;9;920
11.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;2;1980;2;2000;0;0;0;0;0;0;0;0;2;2000;7;720;10;1000
12.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;1;1010;0;0;0;0;1;1000;3;300;4;400
12.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;220;2;210
12.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;210;2;210
12.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;210
12.06.2020 04:00;1;990;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 05:00;3;3000;3;3000;3;3000;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;3;2990;3;320;1;110
12.06.2020 06:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;0;0;0;0;0;0;4;3990;11;1130;1;110
12.06.2020 07:00;4;3980;4;4000;4;4000;4;4000;4;3990;5;4990;0;0;5;5360;0;0;5;5210;4;4000;27;2800;14;1420
12.06.2020 08:00;4;4000;4;4045;4;3990;4;4045;4;3990;4;4000;0;0;5;5530;0;0;0;0;4;4000;38;3920;26;2670
12.06.2020 09:00;5;4990;5;4990;4;3990;5;4990;5;4990;4;4000;0;0;10;12010;0;0;5;5390;4;4000;22;2260;25;2560
12.06.2020 10:00;3;2980;3;2990;3;2980;3;2990;4;3980;4;3990;0;0;13;13943;0;0;18;19410;4;4000;7;740;37;3780
12.06.2020 11:00;4;4000;5;5000;5;5000;5;5000;4;3990;4;3990;0;0;15;15450;0;0;28;33040;4;4055;7;720;46;5190
12.06.2020 12:00;5;5000;4;4000;6;6000;4;4000;4;4000;5;5000;0;0;9;11290;0;0;18;19300;5;5000;25;2983;61;6250
12.06.2020 13:00;4;4000;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;13;13500;0;0;14;15420;4;4000;37;4190;67;6820
12.06.2020 14:00;4;3990;4;3990;4;4000;4;3990;4;3990;4;4000;0;0;23;26250;0;0;9;9710;4;4000;14;1430;65;7081
12.06.2020 15:00;4;4000;4;3990;4;3980;4;3990;4;3990;4;4000;0;0;22;25320;0;0;14;15400;4;3990;1;110;62;6770
12.06.2020 16:00;4;4000;4;4000;4;3990;4;4000;4;4000;4;3990;0;0;12;12900;0;0;10;10510;4;3990;2;200;61;6220
12.06.2020 17:00;4;3990;4;3980;4;4000;4;3980;4;4000;4;3990;0;0;15;16310;0;0;8;8770;4;3990;4;410;72;7360
12.06.2020 18:00;4;4000;4;4000;4;3980;4;4000;4;4000;4;4000;0;0;13;14530;0;0;13;14130;4;4000;7;730;73;7470
12.06.2020 19:00;5;4990;5;4990;4;3990;5;4990;5;5000;4;4056;0;0;7;8710;0;0;11;12400;4;4000;6;620;38;4331
12.06.2020 20:00;3;3000;3;3000;3;3000;3;3000;3;3000;3;2990;0;0;9;9850;0;0;9;9570;3;3000;6;620;29;2980
12.06.2020 21:00;2;2000;2;2000;3;3000;2;2000;2;2000;3;2990;0;0;5;5120;0;0;5;5696;3;3000;8;820;25;2950
12.06.2020 22:00;2;1990;2;2000;2;2000;2;2000;2;1990;2;2000;0;0;4;4310;0;0;4;4090;2;2000;13;1320;20;2090
12.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;2;1990;3;3000;0;0;3;3050;0;0;0;0;2;1990;7;720;22;2220
13.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;1;1050;0;0;0;0;1;1000;8;840;12;1230
13.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;200;8;1230
13.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;200;3;310
13.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;200;1;110
13.06.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;210
13.06.2020 05:00;3;3000;3;3000;3;3000;3;3000;3;2990;3;2990;0;0;0;0;0;0;0;0;3;3000;1;100;1;100
13.06.2020 06:00;4;3980;4;3990;4;3980;4;3990;4;4000;3;2990;0;0;0;0;0;0;0;0;4;3990;0;0;2;200
13.06.2020 07:00;4;3980;4;3990;4;4000;4;3990;4;3980;4;3980;0;0;0;0;0;0;0;0;4;4000;4;400;3;310
13.06.2020 08:00;4;3990;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;2;2660;0;0;7;9440;4;4000;10;1000;14;1470
13.06.2020 09:00;4;4044;4;3990;4;4000;4;3990;4;3990;4;4000;0;0;7;7040;0;0;6;6080;4;3990;7;730;11;1130
13.06.2020 10:00;4;3990;4;4000;4;3990;4;4000;4;4000;5;4990;0;0;8;8795;0;0;15;15870;4;4000;24;2420;29;2960
13.06.2020 11:00;4;4000;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;15;15130;0;0;12;13800;4;4000;5;510;49;4980
13.06.2020 12:00;4;3990;4;3990;4;3990;4;3990;4;4000;4;3990;0;0;13;13480;0;0;16;18740;4;4000;11;1100;55;5991
13.06.2020 13:00;4;3990;4;3990;4;4000;4;3990;4;4000;4;3990;0;0;13;14930;0;0;11;11570;3;3000;20;2050;57;6210
13.06.2020 14:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;10;10790;0;0;5;5070;4;3990;11;1120;56;5760
13.06.2020 15:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;4046;0;0;12;12900;0;0;10;10240;4;4000;0;0;42;4310
13.06.2020 16:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;10;10490;0;0;7;7930;4;3990;0;0;36;3700
13.06.2020 17:00;4;4000;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;7;7210;0;0;16;19430;4;4000;1;100;45;4660
13.06.2020 18:00;4;4000;4;3990;5;5000;4;3990;4;4000;4;4000;0;0;10;10550;0;0;11;11750;4;4000;0;0;45;4660
13.06.2020 19:00;4;4000;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;13;14570;0;0;6;6060;4;4000;3;310;48;6153
13.06.2020 20:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;8;10610;0;0;10;12210;2;2000;4;410;22;2613
13.06.2020 21:00;2;1990;2;1990;2;2000;2;1990;2;1990;2;2000;0;0;7;8380;0;0;0;0;2;2000;2;210;30;3080
13.06.2020 22:00;1;990;1;1000;2;2000;1;1000;1;1000;2;2000;0;0;8;8230;0;0;4;4060;2;2000;4;420;25;3140
13.06.2020 23:00;2;1990;2;2000;2;2000;2;2000;2;1990;2;2000;0;0;1;1010;0;0;0;0;2;2000;2;210;16;1640
14.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;1;1010;0;0;1;1230;1;1000;0;0;6;1000
14.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1010;0;0;1;100;6;620
14.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;210;5;530
14.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1330;0;0;0;0;0;0;1;110;3;310
14.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1190;0;0;1;100;0;0
14.06.2020 05:00;1;1000;2;1990;1;990;2;1990;2;2000;1;1000;0;0;0;0;0;0;0;0;1;1000;0;0;0;0
14.06.2020 06:00;3;2990;2;2000;2;1990;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0;2;2000;0;0;3;330
14.06.2020 07:00;2;2000;2;1990;2;1990;2;1990;2;1990;2;2000;0;0;0;0;0;0;0;0;2;2000;2;220;0;0
14.06.2020 08:00;2;2000;2;1990;2;1990;2;1990;2;2000;2;2000;0;0;0;0;0;0;1;1010;2;2000;2;210;4;410
14.06.2020 09:00;2;1990;2;1990;2;2000;2;1990;2;2000;2;2000;0;0;8;8770;0;0;4;4040;2;2000;11;1120;11;1260
14.06.2020 10:00;2;2000;2;1990;2;2000;2;1990;2;2000;2;2000;0;0;1;1010;0;0;6;6120;2;2000;15;1530;14;1810
14.06.2020 11:00;2;2000;2;2000;2;2000;2;2000;2;1990;2;2000;0;0;11;16520;0;0;6;6070;2;2000;10;1020;19;1940
14.06.2020 12:00;3;2990;3;3000;3;3000;3;3000;3;3000;3;2990;0;0;5;6040;0;0;10;10250;3;3000;19;1920;14;1420
14.06.2020 13:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;1;1010;0;0;1;1910;4;4000;15;1530;12;1620
14.06.2020 14:00;4;4000;4;3990;4;4000;4;3990;4;3990;4;3990;0;0;5;5080;0;0;4;4050;4;4000;6;600;30;3040
14.06.2020 15:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;3980;0;0;13;16480;0;0;9;9275;4;3990;16;1670;30;3070
14.06.2020 16:00;4;3980;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;5;5080;0;0;8;8180;4;4000;7;720;20;2040
14.06.2020 17:00;4;3990;4;4000;4;3990;4;4000;4;3990;4;3990;0;0;14;16390;0;0;14;18520;4;4000;20;2070;28;2880
14.06.2020 18:00;4;3990;4;3980;4;3990;4;3990;4;3990;4;3990;0;0;4;4930;0;0;7;7070;4;4000;15;1540;17;1720
14.06.2020 19:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;8;10110;0;0;3;3040;2;2000;13;1350;13;1340
14.06.2020 20:00;2;2000;2;1990;2;1990;2;2000;2;2000;2;2000;0;0;6;6230;0;0;2;2900;2;2000;1;100;22;2250
14.06.2020 21:00;2;1990;2;2000;2;1990;2;2000;2;1990;2;1990;0;0;3;4290;0;0;3;4280;2;2000;6;600;4;400
14.06.2020 22:00;2;2000;2;2000;2;1980;2;2000;2;2000;2;2000;0;0;1;1000;0;0;0;0;2;2000;3;310;7;720
14.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;2;2020;0;0;1;1060;2;2000;0;0;4;410
15.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;1;100;3;310
15.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;410
15.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100
15.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;200
15.06.2020 05:00;3;3000;3;3000;3;3000;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;3;2990;1;100;0;0
15.06.2020 06:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;3;3020;0;0;4;4270;4;3990;16;1650;2;200
15.06.2020 07:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;12;14170;0;0;5;5110;4;3990;42;4310;42;4260
15.06.2020 08:00;4;3980;4;4000;4;3990;4;4000;4;3990;4;4000;0;0;15;16560;0;0;12;18190;4;3990;80;8560;49;5050
15.06.2020 09:00;5;4990;5;4990;4;3990;5;4990;5;5000;4;4000;0;0;14;14970;0;0;9;9110;4;3990;53;5440;28;2840
15.06.2020 10:00;4;4000;4;4000;4;3990;4;4000;4;3990;5;4990;0;0;10;10900;0;0;7;7270;4;4000;40;4160;28;3271
15.06.2020 11:00;4;4000;4;3990;3;3000;4;4000;4;3990;3;3000;0;0;19;23150;0;0;14;16630;4;4000;46;4690;36;3710
15.06.2020 12:00;4;3990;4;4000;6;5990;4;4000;4;3990;6;5990;0;0;12;13455;0;0;13;17100;5;5000;39;4020;54;5520
15.06.2020 13:00;4;4000;4;3970;4;4000;4;3990;4;3990;4;3990;0;0;5;5300;0;0;18;20140;4;4000;47;5600;64;7328
15.06.2020 14:00;4;4000;4;3990;4;4000;4;4000;4;4000;4;3990;0;0;9;9390;0;0;9;14790;4;4000;41;4230;43;4400
15.06.2020 15:00;4;4000;4;3980;4;4000;4;3980;4;4000;4;4054;0;0;19;20840;0;0;17;20610;4;4000;15;1550;53;5400
15.06.2020 16:00;4;3990;4;4000;4;3990;4;4000;4;4000;4;3990;0;0;16;17060;0;0;17;17660;4;4000;14;1470;61;6210
15.06.2020 17:00;4;3980;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;21;26560;0;0;11;15110;4;4000;35;3540;79;8492
15.06.2020 18:00;4;3990;4;4000;4;3990;4;4000;4;4000;4;3980;0;0;11;18000;0;0;10;13154;4;4000;28;2880;79;8501
15.06.2020 19:00;5;4990;5;5000;4;4000;5;5000;5;5000;4;4000;0;0;7;7040;0;0;9;9770;4;4000;11;1110;48;4950
15.06.2020 20:00;3;3000;3;2990;3;3000;3;2990;3;3000;3;2990;0;0;3;3030;0;0;4;4040;3;3000;8;830;27;3521
15.06.2020 21:00;2;2000;2;2000;3;2980;2;2000;2;2000;3;3000;0;0;3;3270;0;0;2;2180;3;2990;6;610;20;2100
15.06.2020 22:00;2;2000;2;1980;2;1990;2;1980;2;2000;2;2000;0;0;1;1470;0;0;1;1140;2;2000;7;710;8;810
15.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;1;1010;0;0;0;0;2;2000;0;0;6;610
16.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;1;100;3;310
16.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;3;310
16.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;0;0
16.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2020 04:00;1;1000;1;990;0;0;1;1000;1;990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100
16.06.2020 05:00;3;3000;3;3000;3;3000;3;3000;3;3000;3;2990;0;0;0;0;0;0;0;0;3;3000;4;420;1;110
16.06.2020 06:00;3;2980;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;0;0;0;0;3;4420;4;3990;14;1430;2;200
16.06.2020 07:00;5;4990;4;3990;4;3990;4;4000;4;4000;4;3990;0;0;15;15740;0;0;8;8620;4;4000;46;4740;29;2950
16.06.2020 08:00;4;3980;4;4000;4;3990;4;4000;5;5000;4;4000;0;0;10;10310;0;0;11;11130;4;4000;65;7010;38;3860
16.06.2020 09:00;4;3990;5;4990;4;4000;5;5000;4;3990;4;3980;0;0;11;12020;0;0;16;18910;4;4000;37;3750;20;2090
16.06.2020 10:00;4;4000;3;3000;4;4000;3;3000;3;3000;5;4980;0;0;10;10070;0;0;7;7210;4;4000;32;3300;20;2070
16.06.2020 11:00;4;4000;4;3990;4;4000;4;3990;4;3990;4;3990;0;0;12;14350;0;0;17;18910;4;3990;16;1650;35;3620
16.06.2020 12:00;6;5990;6;5990;7;7000;6;6000;6;5980;6;6000;0;0;10;11205;0;0;12;13130;6;6000;18;1880;41;4190
16.06.2020 13:00;3;3000;3;3000;3;2990;3;3000;3;2980;3;3000;0;0;11;12080;0;0;22;31970;3;3000;14;1460;52;5370
16.06.2020 14:00;4;4000;4;4000;4;3980;4;4000;4;3990;4;4000;0;0;10;10480;0;0;19;24930;4;4000;23;2350;35;3610
16.06.2020 15:00;4;3990;4;4000;4;4000;4;4000;4;3980;4;4000;0;0;10;11906;0;0;8;8160;4;4000;10;1010;37;3770
16.06.2020 16:00;4;4000;4;3990;4;4000;4;4000;4;4000;4;3980;0;0;14;16720;0;0;12;12150;4;3990;19;1910;50;5110
16.06.2020 17:00;4;4000;4;3990;4;3990;4;3990;4;3990;4;3990;0;0;14;15590;0;0;9;13050;4;4000;36;4110;70;7170
16.06.2020 18:00;4;3990;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;16;20590;0;0;8;8200;4;3990;23;2340;64;6470
16.06.2020 19:00;5;5000;5;4990;4;3990;5;4990;5;5000;4;3990;0;0;12;12090;0;0;2;2020;4;3990;14;1410;62;7142
16.06.2020 20:00;3;3000;3;3000;3;2970;3;3000;3;2990;3;3000;0;0;6;6570;0;0;4;5460;3;3000;7;730;21;2140
16.06.2020 21:00;2;1990;2;1990;3;3000;2;1990;2;2000;3;3000;0;0;8;9910;0;0;4;4070;3;3000;10;1020;25;2580
