01.06.2020 00:00;Bel_A51_M3_;Vwz_A51_M3_;Bel_A55_M6_;Vwz_A55_M6_;Bel_H51_M2_;Vwz_H51_M2_;Bel_H55_M5_;Vwz_H55_M5_;Bel_T32_b;Vwz_T32_b;Bel_T32_s;Vwz_T32_s;Bel_T32a_b;Vwz_T32a_b;Bel_T32a_s;Vwz_T32a_s;Bel_V2;Vwz_V2;Bel_V32;Vwz_V32;Bel_V51_M1_;Vwz_V51_M1_;Bel_V55_M4_;Vwz_V55_M4_;Bel_V8;Vwz_V8
08.06.2020 19:00;4;4000;4;4000;4;4000;4;4000;4;4020;9;9080;7;7040;2;2020;95;341037;30;160866;4;3990;4;3990;118;408786
08.06.2020 20:00;4;4000;3;3000;4;3990;3;3000;4;4010;7;7050;3;3020;5;5040;89;331689;26;133750;4;3990;3;2980;97;283808
08.06.2020 21:00;2;2000;3;3000;2;2000;3;3000;1;1000;1;1000;0;0;0;0;59;218600;5;35040;2;2000;3;3000;71;144780
08.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;3;3020;1;1010;0;0;2;2020;49;139417;21;100950;2;2000;2;1990;58;97550
08.06.2020 23:00;2;2000;2;2000;2;1990;2;1990;0;0;1;1000;0;0;0;0;24;71210;2;13190;2;2054;2;2000;19;30460
09.06.2020 00:00;0;0;1;990;0;0;1;1000;0;0;0;0;0;0;0;0;9;25520;1;1140;0;0;1;990;14;20100
09.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;22580;0;0;0;0;0;0;7;8220
09.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;13510;0;0;0;0;0;0;3;2270
09.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4030;0;0;0;0;0;0;0;0
09.06.2020 04:00;1;990;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;11;52530;0;0;1;1000;0;0;5;8880
09.06.2020 05:00;3;2990;3;3000;3;2990;3;3000;0;0;0;0;0;0;0;0;23;140900;0;0;3;3000;3;2990;28;64130
09.06.2020 06:00;3;3000;4;4000;3;2990;4;4000;1;1000;0;0;0;0;2;2010;42;169911;4;23580;3;3000;4;4000;51;112370
09.06.2020 07:00;5;5000;4;3990;5;4990;4;4000;5;5020;13;13080;1;1000;2;2020;134;424824;31;133510;5;5000;4;3980;138;366478
09.06.2020 08:00;4;3980;4;4000;4;4000;4;3980;5;5020;7;7050;2;2020;5;5040;147;440839;26;113214;5;4340;4;4000;126;366189
09.06.2020 09:00;4;3990;4;4000;4;3990;4;3990;13;13030;16;16090;3;3020;3;3040;133;460290;32;156680;3;3640;4;4000;144;384417
09.06.2020 10:00;4;4000;4;3990;4;4000;4;3990;14;14070;12;12060;6;6050;9;9080;126;507626;40;213950;4;4000;4;4000;139;466049
09.06.2020 11:00;4;3980;4;3990;4;4000;4;4000;5;5030;11;11070;3;3030;7;7060;153;578351;32;227782;4;4000;4;3990;148;429834
09.06.2020 12:00;4;4000;5;4990;4;3990;5;4990;3;3000;11;11040;3;3030;8;8080;141;424160;25;132596;4;4000;5;4980;158;513425
09.06.2020 13:00;6;5980;5;5000;6;6000;5;4990;7;7020;15;15110;7;7040;9;9090;120;700710;45;211360;6;6000;5;5000;162;434805
09.06.2020 14:00;3;3000;4;4000;4;3990;4;4000;5;5020;11;11070;11;11060;6;6050;132;429004;22;127970;4;4000;4;3990;150;424663
09.06.2020 15:00;4;3990;4;4000;3;3000;4;3990;9;9060;15;15090;4;4030;11;11090;157;585363;42;222212;3;3000;4;4000;143;402235
09.06.2020 16:00;5;5000;4;3990;5;4990;4;4000;2;2010;6;6030;7;7060;11;11100;156;539560;30;153150;5;5000;4;4000;176;485789
09.06.2020 17:00;4;3990;4;4000;4;4000;4;3990;11;11030;20;20150;11;11090;7;7080;168;540311;37;199870;4;3990;4;3990;198;628070
09.06.2020 18:00;4;3990;4;3990;4;4000;4;3990;2;2020;9;9050;5;5050;12;12120;159;432723;28;141360;4;3990;4;4000;186;498834
09.06.2020 19:00;4;3980;4;4000;4;4000;4;3990;6;6040;10;10080;0;0;11;11100;122;378007;22;101400;4;3990;4;3990;110;277520
09.06.2020 20:00;4;4000;3;3000;4;3990;3;3000;3;3020;3;3020;0;0;0;0;71;260495;14;57900;4;4000;3;2990;80;171821
09.06.2020 21:00;2;1990;3;2990;2;2000;3;3000;0;0;0;0;1;1010;2;2020;55;153090;9;39629;2;2000;3;2990;63;152103
09.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;38;106505;10;38835;2;2000;2;2000;37;60580
09.06.2020 23:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0;0;0;0;0;20;55640;3;13080;2;2000;2;2000;27;33670
10.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;12;33070;0;0;0;0;1;1000;10;12820
10.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10454;0;0;0;0;0;0;2;2180
10.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2900;0;0;0;0;0;0;5;5490
10.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6110;0;0;0;0;0;0;1;1530
10.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;13;38020;0;0;1;1000;0;0;6;7500
10.06.2020 05:00;3;2990;3;2970;2;2000;3;3000;0;0;0;0;0;0;0;0;23;124780;1;2330;3;3000;3;3000;25;60590
10.06.2020 06:00;3;2990;4;3990;3;3000;4;4000;2;2000;2;2010;0;0;0;0;48;188300;3;15780;4;3990;4;3990;57;142470
10.06.2020 07:00;5;5000;4;4000;4;3990;4;3990;7;7020;11;11100;3;3010;2;2020;152;483128;27;122450;4;4000;4;4000;136;358230
10.06.2020 08:00;4;3990;4;3980;3;3000;4;3990;3;3010;4;4020;3;3030;8;8090;183;536528;26;103830;4;3990;4;3990;165;443830
10.06.2020 09:00;4;4000;4;4000;4;3990;4;3990;7;7030;6;6040;3;3010;4;4040;143;401978;27;130016;4;4000;4;3990;161;453590
10.06.2020 10:00;4;3990;4;3980;4;3990;4;4000;6;6000;7;7040;3;3020;4;4030;142;573606;28;132820;4;3990;4;3990;177;578291
10.06.2020 11:00;5;4990;5;4990;5;5000;5;4990;7;7020;9;9050;6;6060;11;11110;175;647173;45;213150;5;5000;5;5000;163;498750
10.06.2020 12:00;4;3990;5;4990;4;3990;5;5000;4;4000;8;8040;2;2020;8;8070;178;542496;27;119833;5;5000;5;5000;193;607316
10.06.2020 13:00;6;6000;5;5000;6;5990;5;4980;3;3010;8;8050;14;14110;16;16130;164;642179;32;169072;5;5000;5;4990;193;595792
10.06.2020 14:00;4;4000;4;3990;4;3980;4;4000;10;10030;13;13060;3;3030;4;4050;141;492046;28;149300;4;4000;4;4000;147;442461
10.06.2020 15:00;4;4000;4;3980;4;3990;4;4000;7;7030;10;10080;0;0;6;6060;176;542423;25;121240;4;3990;4;3990;175;677689
10.06.2020 16:00;4;3990;4;3990;4;4000;4;4000;11;11030;28;28240;4;4040;4;4040;162;554087;36;207406;4;3970;4;4000;165;498730
10.06.2020 17:00;4;4000;4;3990;4;3990;4;4000;8;8020;9;9050;9;9070;13;13130;174;606698;45;246745;4;4000;4;4000;176;551464
10.06.2020 18:00;4;4000;4;4000;4;3980;4;3990;8;8030;12;12070;2;2000;18;17230;141;450558;31;158585;4;3990;4;3990;156;463196
10.06.2020 19:00;4;4000;4;3970;5;5000;4;3990;8;8030;7;7050;6;6050;5;6020;106;397603;23;120560;5;5000;4;4000;141;332570
10.06.2020 20:00;4;3990;3;3000;3;3000;3;3000;6;6050;6;6050;0;0;0;0;78;238392;13;66160;3;3000;3;3000;101;227601
10.06.2020 21:00;2;1990;3;3000;2;2000;3;2990;4;4010;3;3030;1;1010;1;1010;85;209410;16;87230;2;2000;3;3000;60;131990
10.06.2020 22:00;2;2000;2;2000;2;2000;2;1990;0;0;2;2020;0;0;0;0;38;105620;4;24146;2;1990;2;2000;53;79431
10.06.2020 23:00;2;2000;2;1990;2;2000;2;1990;2;2000;1;1000;0;0;0;0;28;77810;7;25810;2;2000;2;2000;30;41150
11.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;18;57990;2;5600;0;0;1;1000;24;36470
11.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;36280;0;0;0;0;0;0;10;16050
11.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1010;3;11550;5;15620;0;0;0;0;8;14310
11.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;14010;0;0;0;0;0;0;3;5230
11.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;19800;1;1820;0;0;0;0;3;3760
11.06.2020 05:00;1;1000;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;8;21920;0;0;1;1000;1;1000;4;12470
11.06.2020 06:00;3;3000;2;2000;3;3000;2;2000;0;0;0;0;0;0;0;0;9;131600;1;2380;3;3000;2;1990;8;19560
11.06.2020 07:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;19;84260;3;9590;2;2000;2;2000;15;39265
11.06.2020 08:00;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;0;0;0;0;36;176680;3;18180;2;2044;2;1990;32;66325
11.06.2020 09:00;2;1990;2;2000;2;2000;2;1990;3;3020;1;1010;1;1010;0;0;59;174200;8;35420;2;2000;2;2000;46;102429
11.06.2020 10:00;2;1990;2;2000;1;1000;2;2000;3;3020;2;2020;1;1010;0;0;63;159609;9;53925;2;1990;2;2000;65;162017
11.06.2020 11:00;2;2000;2;1990;2;2000;2;2000;3;3010;2;2010;0;0;2;2030;63;181123;17;86580;2;1990;2;2000;75;161466
11.06.2020 12:00;3;3000;3;3000;3;3000;3;3000;1;1010;11;11080;6;6040;4;4040;88;300731;22;121711;3;3000;3;2990;74;172365
11.06.2020 13:00;4;4000;4;4000;4;3990;4;4000;2;2010;5;5040;0;0;0;0;80;302215;14;64000;4;4000;4;4000;91;206515
11.06.2020 14:00;4;4000;4;3990;4;4000;4;4000;11;11050;8;8060;3;3010;7;7070;95;312590;23;123361;4;3990;4;3990;79;231670
11.06.2020 15:00;4;4000;4;4000;4;3990;4;4000;1;1010;6;6050;6;6089;5;5089;76;276282;20;106640;4;4000;4;4000;81;206790
11.06.2020 16:00;4;3990;4;4000;4;4000;4;4000;8;8020;9;9060;5;5030;10;10100;90;333996;25;160840;4;3990;4;3990;97;262780
11.06.2020 17:00;4;4000;4;4000;4;3990;4;3990;3;3020;18;18120;7;7030;5;5040;99;330589;30;179133;4;3990;4;4000;127;310594
11.06.2020 18:00;4;4000;4;3990;4;3990;4;4000;7;7010;6;6020;2;2000;11;11110;100;359037;35;182787;4;4000;4;3990;115;345512
11.06.2020 19:00;2;2000;2;2000;2;2000;2;2000;3;3020;6;6030;4;4030;2;2020;75;205065;16;81570;2;2000;2;2000;88;206060
11.06.2020 20:00;2;2000;2;2000;2;1990;2;2000;2;2010;7;7040;0;0;2;2020;70;177030;21;94210;2;2000;2;2000;65;143376
11.06.2020 21:00;2;2000;2;2000;2;2000;2;1990;4;4020;3;3020;2;2010;2;2020;58;150393;13;74010;2;2000;2;1990;54;107290
11.06.2020 22:00;2;2000;2;2000;2;1990;2;2000;3;3000;1;1000;0;0;0;0;31;90690;7;30790;2;2000;2;2000;37;49880
11.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;18;57590;4;25100;2;1990;2;1990;30;43090
12.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;10;28640;1;7070;0;0;1;1000;13;17450
12.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;16720;0;0;0;0;0;0;3;4270
12.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;16680;0;0;0;0;0;0;5;6430
12.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1770;1;3370;0;0;0;0;2;3530
12.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;6;41190;0;0;1;1000;0;0;6;5520
12.06.2020 05:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;17;137840;2;5680;3;3000;3;3000;15;43690
12.06.2020 06:00;4;4000;4;3980;4;4000;4;3990;0;0;1;1010;0;0;0;0;39;328286;1;8450;4;4000;4;4000;30;70950
12.06.2020 07:00;4;4000;4;4000;4;4000;4;4000;1;1000;2;2010;0;0;1;1010;64;264901;10;37980;4;4000;4;4054;84;145915
12.06.2020 08:00;4;3990;4;4000;4;4000;4;4000;2;2000;4;4030;4;4040;2;2010;88;298489;24;105300;4;3990;4;4000;144;243620
12.06.2020 09:00;4;4000;4;4000;4;4000;4;4000;8;8010;10;10070;1;1010;5;5050;157;391560;30;119090;4;4000;4;3990;159;388559
12.06.2020 10:00;4;4000;4;4000;4;4000;4;4000;12;12070;16;16110;2;2020;7;7060;152;439713;30;155340;4;3990;4;4000;174;441290
12.06.2020 11:00;4;3990;4;3990;4;3990;4;4000;4;4020;8;8070;9;9080;5;5050;153;472596;30;184610;4;3990;4;3990;194;456314
12.06.2020 12:00;4;4000;5;4980;5;4980;5;5000;6;6115;8;8070;2;2010;9;9090;131;540171;27;138040;5;5000;5;4990;195;477310
12.06.2020 13:00;5;5000;4;3990;4;3990;4;4000;6;6030;11;11090;1;1010;0;0;143;464242;27;125496;4;4000;4;4000;157;423580
12.06.2020 14:00;4;3990;4;4000;4;3980;4;4000;9;9070;11;11026;3;3020;4;4040;144;474074;31;158320;4;4000;4;3990;175;955053
12.06.2020 15:00;4;3990;4;4000;4;3990;4;4000;11;11030;20;20000;6;6040;4;4040;154;487050;40;237433;4;4000;4;4000;167;538905
12.06.2020 16:00;4;4000;4;4000;4;3990;4;3990;5;5020;13;13100;4;4030;5;5050;114;391332;33;175559;4;3990;4;4000;172;404856
12.06.2020 17:00;4;3990;4;4000;4;4000;4;4000;20;20120;22;22175;11;11050;14;14120;144;567739;55;320820;4;4000;4;3980;134;439362
12.06.2020 18:00;4;4000;4;3990;4;4000;4;3980;7;7030;9;9080;5;5040;12;12120;147;534631;43;242560;4;4000;4;4000;158;509349
12.06.2020 19:00;4;3990;4;4000;4;4000;4;3990;5;5030;8;8080;5;5020;9;9100;124;411459;33;172409;4;3980;4;4000;101;320710
12.06.2020 20:00;4;4000;3;3000;4;4000;3;2980;6;6040;6;6050;2;2020;3;3030;78;289707;20;129690;4;3990;3;3000;101;233547
12.06.2020 21:00;2;1990;3;3000;2;2000;3;2990;3;3020;5;5030;2;2010;3;3040;58;214680;22;118540;2;2071;3;3000;73;140680
12.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;1;1010;4;4010;4;4030;3;3030;45;161270;21;123080;2;2000;2;2000;62;96570
12.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;7;7000;3;3020;0;0;0;0;33;75947;12;59170;2;2000;2;1990;43;58700
13.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;25;78180;3;12370;0;0;1;1000;29;44400
13.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;59710;4;13070;0;0;0;0;23;28900
13.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;22920;0;0;0;0;0;0;6;10860
13.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;21100;3;11560;0;0;0;0;5;8660
13.06.2020 04:00;1;1000;0;0;1;990;0;0;0;0;0;0;0;0;0;0;5;14180;0;0;1;1000;0;0;5;4940
13.06.2020 05:00;3;3000;3;2990;3;3000;3;2990;0;0;0;0;0;0;0;0;8;97260;1;3820;3;3000;3;3000;12;33970
13.06.2020 06:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0;0;0;0;0;20;173150;0;0;4;4000;4;3990;12;48890
13.06.2020 07:00;4;4000;4;4000;4;4000;4;3980;0;0;2;2010;0;0;0;0;40;171321;8;40940;4;4000;4;3990;40;85650
13.06.2020 08:00;4;4000;4;3990;4;4000;4;4000;4;4020;3;3030;2;2010;1;1010;74;284150;12;62605;4;3980;4;4000;73;153970
13.06.2020 09:00;4;4000;4;4000;4;3990;4;4000;7;7030;5;5050;1;1010;1;1010;87;300810;11;55720;4;4000;4;4000;95;201350
13.06.2020 10:00;4;3990;4;3990;4;3990;4;4000;9;9030;14;14100;3;3010;6;6060;122;400512;34;177382;4;4000;4;4000;160;450909
13.06.2020 11:00;4;3990;4;3980;4;3990;4;4000;3;3010;9;9070;1;1010;3;3030;125;367853;18;110424;4;3990;4;4000;116;313940
13.06.2020 12:00;4;4000;4;4000;4;3990;4;4000;4;4000;9;9060;2;2020;3;3020;144;421923;18;88870;4;4000;4;4000;150;405293
13.06.2020 13:00;4;4000;4;3990;4;4000;4;3990;3;3020;6;6050;3;3030;4;4050;131;384374;17;91574;4;4000;4;4000;106;265208
13.06.2020 14:00;4;4000;4;4000;4;4000;4;3980;6;6050;11;11080;3;3020;4;4040;109;402488;32;161440;4;4000;4;4000;126;340969
13.06.2020 15:00;4;3990;4;4036;4;4000;4;3990;7;7050;8;8020;1;1010;1;1010;119;344413;18;110930;4;3990;4;4000;143;384846
13.06.2020 16:00;4;3990;4;4000;4;3990;4;3990;11;11030;14;14080;0;0;5;5040;113;436190;29;173470;4;4000;4;4000;109;239696
13.06.2020 17:00;4;3990;4;4000;4;4000;4;4000;3;3010;12;12080;2;2020;4;4030;98;384290;30;197410;4;4000;4;4000;91;212880
13.06.2020 18:00;4;3980;4;4000;4;4000;4;4000;7;7030;12;12040;8;8050;6;6030;108;360865;25;141700;4;4000;4;4000;112;277530
13.06.2020 19:00;4;3990;4;4000;4;4000;4;4000;3;3020;9;9060;5;5030;5;5040;94;344720;31;165460;4;4000;4;3990;92;189530
13.06.2020 20:00;2;2000;2;2000;2;2000;2;2000;2;2000;4;4030;1;1010;3;3030;83;234318;22;105940;2;2000;2;1990;92;193845
13.06.2020 21:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0;5;5030;9;9080;63;173700;20;102022;2;2000;2;2000;48;100290
13.06.2020 22:00;1;1000;2;2000;1;1000;2;1990;7;7020;2;2000;0;0;0;0;47;153268;7;31260;1;1000;2;2000;64;97230
13.06.2020 23:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0;28;96920;1;11350;2;1990;2;2000;36;61360
14.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;16;49310;1;1060;0;0;1;990;22;29080
14.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;27180;0;0;0;0;0;0;15;18530
14.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;29420;0;0;0;0;0;0;8;12820
14.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;15510;0;0;0;0;0;0;4;7010
14.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;14980;1;1680;0;0;0;0;4;6520
14.06.2020 05:00;1;1000;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;5;37530;0;0;1;1000;1;1000;7;13630
14.06.2020 06:00;3;3000;2;2000;3;3000;2;2000;0;0;0;0;0;0;0;0;8;93470;0;0;3;2990;2;1990;9;22921
14.06.2020 07:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;13;80360;1;5380;2;2000;2;2000;12;28680
14.06.2020 08:00;2;2000;2;1990;2;2000;2;2000;1;1010;1;1010;0;0;0;0;21;102550;5;21870;2;2000;2;2000;24;58280
14.06.2020 09:00;2;2000;2;2000;2;2000;2;1990;6;6040;7;7030;1;1010;2;2020;50;174560;15;70400;2;2000;2;2000;46;110920
14.06.2020 10:00;2;2000;2;1990;2;2000;2;2000;7;7030;2;2010;1;1000;2;2020;41;135853;15;69070;2;2000;2;1990;59;131480
14.06.2020 11:00;2;2000;2;2000;2;1990;2;2000;2;2010;1;1010;1;1010;3;3020;46;188780;13;75370;2;2000;2;2000;83;189870
14.06.2020 12:00;3;3000;3;3000;3;3000;3;3000;3;3010;4;4030;6;6040;4;4030;73;239110;18;110433;3;3000;3;3000;96;199340
14.06.2020 13:00;4;3990;4;3980;4;3990;4;3990;4;4010;7;7060;2;2020;1;1010;74;261873;22;101790;4;4000;4;4000;82;172340
14.06.2020 14:00;4;4000;4;4000;4;4000;4;4000;4;4000;8;8060;2;2020;8;8080;77;294155;23;120670;4;4000;4;3980;101;236271
14.06.2020 15:00;4;3990;4;3990;4;4000;4;3990;8;8060;12;12110;1;1010;4;4040;84;342978;30;166840;4;3990;4;4000;74;234640
14.06.2020 16:00;4;3990;4;3990;3;3000;4;4000;7;7030;10;10090;6;6060;8;8080;85;341966;33;166470;4;3990;4;4000;86;231130
14.06.2020 17:00;4;3990;4;3990;3;2990;4;4000;4;4020;16;16100;9;9060;9;9090;104;333745;33;192830;4;4000;4;3980;96;260619
14.06.2020 18:00;4;4000;4;3990;3;2990;4;3990;1;1000;8;8050;3;3010;9;9080;105;363552;23;106160;4;4000;4;4000;99;240590
14.06.2020 19:00;2;2000;2;2000;2;2000;2;2000;2;2000;6;6040;1;1000;4;4030;70;179718;19;88440;2;2000;2;2000;89;169499
14.06.2020 20:00;2;2000;2;2000;2;2000;2;2000;3;3010;4;4040;1;1010;3;3030;67;185730;7;46410;2;2000;2;2000;66;142240
14.06.2020 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;56;174366;6;19570;2;1990;2;2000;49;95669
14.06.2020 22:00;2;2000;2;1990;2;1990;2;2000;0;0;0;0;0;0;0;0;25;81230;4;22620;2;2000;2;1990;30;42540
14.06.2020 23:00;2;1990;2;2000;2;2073;2;1990;0;0;0;0;0;0;0;0;16;54650;1;7450;2;2000;2;1990;21;28280
15.06.2020 00:00;0;0;1;1000;0;0;1;990;0;0;0;0;0;0;0;0;6;17840;2;3830;0;0;1;1000;12;18770
15.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;14290;0;0;0;0;0;0;6;22210
15.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4390
15.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;11180;0;0;0;0;0;0;3;4700
15.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;6;14400;0;0;1;1000;0;0;9;8290
15.06.2020 05:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;15;84203;2;8940;3;3000;3;2990;23;46920
15.06.2020 06:00;4;4000;4;4000;4;4000;4;4000;3;3010;6;6060;1;1010;1;1010;50;251880;9;44500;4;4000;4;3990;58;133560
15.06.2020 07:00;3;3000;4;4000;3;3000;4;3980;12;12080;18;18120;1;1010;2;2020;136;545312;35;157810;3;2980;4;4000;150;390663
15.06.2020 08:00;5;5000;4;4000;5;4980;4;3990;6;6010;4;4040;5;5040;6;6070;142;459810;24;112130;5;5000;4;3990;133;462480
15.06.2020 09:00;4;4000;4;3990;4;3980;4;3980;10;10050;12;12100;3;3020;10;10100;121;474914;41;213595;4;4000;4;4000;116;318724
15.06.2020 10:00;4;4000;4;3980;4;4000;4;4000;19;19080;7;7060;0;0;0;0;125;414774;25;132950;4;4000;4;3990;135;358906
15.06.2020 11:00;4;3990;4;3990;4;4000;4;3990;7;7020;10;10070;9;9050;6;6060;121;458030;35;193920;4;3990;4;3990;137;420166
15.06.2020 12:00;5;4990;5;4990;5;4990;5;4970;3;3010;12;12100;5;5030;12;12120;140;507261;33;154452;5;4990;5;5000;133;469995
15.06.2020 13:00;4;4000;4;3990;4;4000;4;4000;7;7030;8;8060;16;16182;13;13120;153;505508;49;275665;4;4000;4;4000;143;433308
15.06.2020 14:00;4;3990;4;4000;4;3990;4;4000;12;12060;19;19233;6;6060;7;7080;153;549642;30;141290;4;4000;4;3990;153;435621
15.06.2020 15:00;4;4000;4;4000;4;4000;4;4000;8;8040;10;10090;3;3020;8;8080;136;449934;26;137860;4;4000;4;4000;214;615010
15.06.2020 16:00;3;3000;4;4000;4;4000;4;3990;12;12060;12;12070;4;4040;11;11100;176;559644;35;189454;4;4000;4;4000;183;559755
15.06.2020 17:00;5;5000;4;4000;4;4000;4;3990;4;4010;14;14130;4;4010;7;7040;159;519811;34;175294;4;4000;4;3990;197;582734
15.06.2020 18:00;4;4000;4;4000;4;4000;4;4000;3;3030;6;6080;4;4010;7;7060;142;444110;29;131873;4;4000;4;4000;172;447239
15.06.2020 19:00;4;4000;4;4000;4;4056;4;4000;5;5010;4;4030;1;1010;2;2020;102;353207;13;67660;5;4990;4;3990;101;335293
15.06.2020 20:00;4;3980;3;2980;4;3990;3;2990;0;0;3;3010;0;0;1;1010;75;296884;7;29780;3;3000;3;3000;98;212750
15.06.2020 21:00;2;2000;3;3000;2;2000;3;2990;1;1010;1;1010;0;0;2;2020;48;184650;10;43830;2;2000;3;3000;71;211150
15.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;2;2020;0;0;0;0;39;144000;3;13300;2;2000;2;1990;44;81570
15.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;13;40390;3;9680;2;2000;2;2000;20;30530
16.06.2020 00:00;0;0;1;1000;0;0;1;990;0;0;0;0;0;0;0;0;6;26742;1;5200;0;0;1;1000;13;16650
16.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8150;0;0;0;0;0;0;2;3310
16.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7720;0;0;0;0;0;0;1;1700
16.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6730;0;0;0;0;0;0;2;970
16.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;8;31900;0;0;1;1000;0;0;7;9370
16.06.2020 05:00;3;2990;3;3000;3;2990;3;3000;0;0;0;0;0;0;0;0;19;124650;2;5970;3;3000;3;2990;29;69170
16.06.2020 06:00;3;3000;4;3990;3;3000;4;4000;1;1010;4;4020;0;0;0;0;56;220830;11;48930;3;3000;4;4000;60;213120
16.06.2020 07:00;4;4000;4;4000;4;3990;4;4000;14;14030;13;13080;4;4010;3;3010;156;574860;34;167360;4;4000;4;3990;152;409050
16.06.2020 08:00;5;5000;4;3990;5;5000;4;3990;4;4020;14;14100;5;5030;8;8060;172;590763;34;152355;5;4980;4;3980;183;601822
16.06.2020 09:00;4;4000;4;4000;4;3980;4;3990;8;8040;8;8050;1;1010;6;6070;129;569177;29;142815;4;4000;4;4000;141;439213
16.06.2020 10:00;4;3990;4;4000;4;4000;4;3990;9;9030;6;6040;3;3030;9;9090;138;495955;33;170030;4;3990;4;4000;141;464532
16.06.2020 11:00;4;3980;4;4000;4;4000;4;4044;9;9030;14;14090;7;7040;15;15140;128;484868;40;223007;4;4000;4;4000;157;490458
16.06.2020 12:00;6;5990;6;6000;6;5980;6;5990;8;8030;8;8060;3;3020;7;7080;131;531787;29;131935;6;6000;6;5990;167;550423
16.06.2020 13:00;2;1990;3;3000;2;2000;3;3000;5;5040;6;6050;6;6030;8;8070;161;475644;35;183600;2;2000;3;2990;138;425326
