01.06.2020 00:00;Bel_AF_Bld_33;Vwz_AF_Bld_33;Bel_AF_FG33;Vwz_AF_FG33;Bel_D11;Vwz_D11;Bel_D12;Vwz_D12;Bel_MP1;Vwz_MP1;Bel_MP2;Vwz_MP2;Bel_MP2_A142;Vwz_MP2_A142;Bel_MP2_A8;Vwz_MP2_A8;Bel_MP3;Vwz_MP3
15.03.2022 06:00;24;776400;0;0;25;183000;0;0;0;0;0;0;8;5400;0;0;14;9000;216;868800;186;502200;323;1067400;264;950400
15.03.2022 07:00;32;981600;0;0;37;267600;0;0;0;0;0;0;41;58800;0;0;33;25800;191;1782600;182;748200;198;1280400;194;1315200
15.03.2022 08:00;22;705000;0;0;33;320400;0;0;0;0;0;0;33;44400;0;0;37;29400;225;1644600;180;811800;196;1412400;209;1477200
15.03.2022 09:00;18;385800;0;0;26;202800;0;0;0;0;0;0;27;19200;0;0;30;24000;210;1177800;177;833400;192;1197600;187;1111200
15.03.2022 10:00;79;479400;0;0;11;20400;0;0;0;0;0;0;25;24600;0;0;33;26400;217;1071600;163;718800;171;941400;177;987000
15.03.2022 11:00;10;298800;0;0;7;6000;0;0;0;0;0;0;24;17400;0;0;27;22200;246;1064400;173;700200;196;1189200;189;1143000
15.03.2022 12:00;14;391200;0;0;7;8400;0;0;0;0;0;0;29;25200;0;0;21;18000;207;1089000;177;783000;191;1269000;197;1275000
15.03.2022 13:00;9;294000;0;0;5;6000;0;0;0;0;0;0;18;15000;0;0;16;10200;230;1224000;197;830400;194;1351800;213;1263000
15.03.2022 14:00;8;204600;0;0;4;4800;0;0;0;0;0;0;17;15000;0;0;14;11400;168;2016000;179;1467000;194;1425600;189;1350600
15.03.2022 15:00;8;470400;0;0;18;135000;0;0;0;0;0;0;37;64800;0;0;20;13800;204;1739400;206;1042800;180;1480800;193;1467600
15.03.2022 16:00;7;144000;0;0;37;240000;0;0;0;0;0;0;17;11400;0;0;20;15600;179;1606800;213;1066800;176;1635600;179;1572600
15.03.2022 17:00;8;304800;0;0;35;333600;0;0;0;0;0;0;18;15600;0;0;24;17400;215;1544400;210;1183800;200;1398000;194;1400400
15.03.2022 18:00;1;21000;0;0;35;255600;0;0;0;0;0;0;11;10800;0;0;15;9000;188;1453800;236;1090200;189;1240200;200;1124400
15.03.2022 19:00;8;168600;0;0;42;324000;0;0;0;0;0;0;14;13800;0;0;13;8400;142;867600;210;702600;196;919800;226;710400
15.03.2022 20:00;5;184800;0;0;41;336600;0;0;0;0;0;0;4;2400;0;0;7;4800;134;668400;178;492000;176;664200;170;419400
15.03.2022 21:00;1;0;0;0;41;261000;0;0;0;0;0;0;2;1200;0;0;2;1200;106;472200;135;324000;133;481200;131;315600
15.03.2022 22:00;4;58800;0;0;13;54600;0;0;0;0;0;0;4;3000;0;0;3;1800;93;460200;145;343800;136;408600;117;252600
15.03.2022 23:00;2;17400;0;0;8;4800;0;0;0;0;0;0;0;0;0;0;0;0;49;205200;76;158400;89;241800;74;157800
16.03.2022 00:00;5;144600;0;0;9;17400;0;0;0;0;0;0;0;0;0;0;0;0;25;97800;40;101400;55;166800;56;133800
16.03.2022 01:00;0;0;0;0;3;1800;0;0;0;0;0;0;0;0;0;0;0;0;11;36000;20;24000;18;45600;23;52800
16.03.2022 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;31800;18;28200;12;37200;15;28800
16.03.2022 03:00;1;59400;0;0;3;1800;0;0;0;0;0;0;0;0;0;0;0;0;15;48600;17;34200;15;36600;28;62400
16.03.2022 04:00;3;67800;0;0;10;13800;0;0;0;0;0;0;0;0;0;0;2;1800;34;125400;48;69600;62;211800;66;158400
16.03.2022 05:00;5;74400;0;0;15;15600;0;0;0;0;0;0;2;1200;0;0;3;1800;75;355800;106;156600;250;760200;200;531000
16.03.2022 06:00;25;672000;0;0;24;193200;0;0;0;0;0;0;10;7200;0;0;16;13200;159;871200;155;508800;244;1053600;239;1006800
16.03.2022 07:00;34;1029600;0;0;38;276600;0;0;0;0;0;0;26;32400;0;0;28;21600;194;1754400;171;763800;191;1359600;198;1299600
16.03.2022 08:00;22;657000;0;0;36;285000;0;0;0;0;0;0;30;63600;0;0;20;13200;235;1336200;174;735600;211;1432800;229;1375800
16.03.2022 09:00;20;696000;0;0;24;226800;0;0;0;0;0;0;32;33600;0;0;38;29400;220;1130400;178;676200;187;1271400;183;1086000
16.03.2022 10:00;13;376200;0;0;8;10200;0;0;0;0;0;0;25;22200;0;0;32;24600;236;982800;169;602400;179;1094400;210;1157400
16.03.2022 11:00;16;355200;0;0;9;10800;0;0;0;0;0;0;24;38400;0;0;42;36600;218;919200;175;685800;187;1081800;182;1104600
16.03.2022 12:00;9;312000;0;0;4;7800;0;0;0;0;0;0;31;23400;0;0;28;22200;233;987000;195;671400;220;1221600;188;1258200
16.03.2022 13:00;15;372000;0;0;4;7800;0;0;0;0;0;0;22;19200;0;0;27;21000;236;1062000;208;791400;210;1234800;218;1274400
16.03.2022 14:00;8;364800;0;0;6;3600;0;0;0;0;0;0;28;27000;0;0;27;19200;268;1258800;215;1263600;192;1210800;192;1228200
16.03.2022 15:00;7;373800;0;0;15;149400;0;0;0;0;0;0;32;36600;0;0;26;20400;236;1422000;192;1068600;226;1245600;224;1300200
16.03.2022 16:00;9;279600;0;0;37;310200;0;0;0;0;0;0;17;13800;0;0;25;16800;265;1404600;218;1316400;208;1359600;212;1353000
16.03.2022 17:00;7;96600;0;0;34;288000;0;0;0;0;0;0;22;30000;0;0;24;16800;261;1214400;237;978000;196;1242600;219;1305600
16.03.2022 18:00;10;347400;0;0;34;252600;0;0;0;0;0;0;20;25800;0;0;27;20400;241;1063200;279;876000;239;1129200;256;1107600
16.03.2022 19:00;4;90000;0;0;37;329400;0;0;0;0;0;0;6;5400;0;0;7;4200;215;594600;351;546600;330;604800;284;616200
16.03.2022 20:00;5;43200;0;0;41;306600;0;0;0;0;0;0;4;2400;0;0;9;6000;153;369600;240;348600;282;556800;207;451800
16.03.2022 21:00;2;23400;0;0;42;253800;0;0;0;0;0;0;2;1200;0;0;1;600;169;360000;229;276000;234;373200;187;306000
16.03.2022 22:00;0;0;0;0;15;76800;0;0;0;0;0;0;1;600;0;0;3;1800;111;232800;228;283200;234;309600;138;219600
16.03.2022 23:00;1;1800;0;0;8;7200;0;0;0;0;0;0;0;0;0;0;1;600;63;139200;108;113400;133;168600;83;126000
17.03.2022 00:00;0;0;0;0;10;22200;0;0;0;0;0;0;0;0;0;0;0;0;35;70200;53;57600;119;115800;41;63600
17.03.2022 01:00;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;21;46800;36;36600;39;51000;30;42600
17.03.2022 02:00;2;45000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;25800;16;22800;18;23400;16;27000
17.03.2022 03:00;2;57000;0;0;3;1800;0;0;0;0;0;0;0;0;0;0;0;0;16;33000;19;29400;21;18000;19;29400
17.03.2022 04:00;2;38400;0;0;8;6000;0;0;0;0;0;0;0;0;0;0;1;600;38;78600;20;31800;121;138000;63;85800
17.03.2022 05:00;5;145800;0;0;17;18000;0;0;0;0;0;0;1;600;0;0;2;1200;111;259800;88;105600;411;667800;260;441000
17.03.2022 06:00;28;969000;0;0;27;219600;0;0;0;0;0;0;9;6600;0;0;15;10200;202;795600;181;615000;309;969600;270;887400
17.03.2022 07:00;34;1031400;0;0;36;314400;0;0;0;0;0;0;28;65400;0;0;28;21000;186;1663800;179;964200;188;1183800;197;1179600
17.03.2022 08:00;23;814200;0;0;35;349200;0;0;0;0;0;0;39;40800;0;0;26;19200;226;1536600;173;816600;200;1425000;200;1398000
17.03.2022 09:00;9;337200;0;0;25;213600;0;0;0;0;0;0;36;28800;0;0;41;36000;229;1119000;194;778800;174;1238400;187;1201200
17.03.2022 10:00;9;321000;0;0;12;22800;0;0;0;0;0;0;20;15000;0;0;25;17400;247;1101000;170;686400;175;946200;173;917400
17.03.2022 11:00;18;577800;0;0;9;6600;0;0;0;0;0;0;20;44400;0;0;27;21600;209;1031400;193;815400;208;1163400;201;1080600
17.03.2022 12:00;20;412800;0;0;5;4200;0;0;0;0;0;0;33;35400;0;0;36;26400;216;1108200;185;751800;209;1146000;195;1204800
17.03.2022 13:00;18;631200;0;0;4;6600;0;0;0;0;0;0;35;32400;0;0;20;13200;235;1186200;195;880800;223;1217400;193;1153200
17.03.2022 14:00;16;500400;0;0;4;3600;0;0;0;0;0;0;29;27000;0;0;14;9600;260;1244400;212;933600;214;1278000;217;1237200
17.03.2022 15:00;9;297600;0;0;20;112200;0;0;0;0;0;0;19;16200;0;0;15;10800;268;1618200;213;1062000;240;1239600;217;1122000
17.03.2022 16:00;6;60600;0;0;35;269400;0;0;0;0;0;0;29;30000;0;0;29;22800;257;1541400;223;1036200;217;1210200;223;1318800
17.03.2022 17:00;9;219000;0;0;35;310200;0;0;0;0;0;0;24;19200;0;0;26;19200;258;1168200;208;934200;217;1224600;226;1251000
17.03.2022 18:00;5;115200;0;0;35;259200;0;0;0;0;0;0;7;9600;0;0;15;9600;242;1026600;264;835200;311;1071000;261;1006200
17.03.2022 19:00;5;36600;0;0;41;370800;0;0;0;0;0;0;6;4200;0;0;12;7200;231;572400;361;541200;353;690600;259;600600
17.03.2022 20:00;4;38400;0;0;42;340800;0;0;0;0;0;0;4;5400;0;0;6;4200;157;342600;276;381600;284;469800;226;432000
17.03.2022 21:00;5;74400;0;0;37;225600;0;0;0;0;0;0;2;1800;0;0;4;2400;128;257400;196;264600;257;400800;213;342600
17.03.2022 22:00;4;124200;0;0;15;70800;0;0;0;0;0;0;2;1200;0;0;8;6000;127;275400;228;269400;217;315600;199;296400
17.03.2022 23:00;2;76200;0;0;10;7800;0;0;0;0;0;0;2;1200;0;0;2;1200;66;169800;103;110400;119;151200;111;155400
18.03.2022 00:00;3;39000;0;0;8;14400;0;0;0;0;0;0;0;0;0;0;0;0;49;81000;69;73200;81;77400;46;58200
18.03.2022 01:00;0;0;0;0;4;1800;0;0;0;0;0;0;1;600;0;0;1;600;19;44400;21;22200;41;49800;22;33000
18.03.2022 02:00;3;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;48000;17;19800;25;31200;20;25800
18.03.2022 03:00;1;58800;0;0;3;1800;0;0;0;0;0;0;0;0;0;0;0;0;16;38400;26;33600;26;28800;33;35400
18.03.2022 04:00;3;114000;0;0;11;10200;0;0;0;0;0;0;0;0;0;0;0;0;37;78600;31;31800;127;141000;66;90600
18.03.2022 05:00;3;32400;0;0;21;34800;0;0;0;0;0;0;2;1200;0;0;3;1800;109;242400;113;139800;385;607200;232;406800
18.03.2022 06:00;25;994200;0;0;32;252000;0;0;0;0;0;0;9;6000;0;0;12;6600;176;723600;168;549000;272;907200;259;871200
18.03.2022 07:00;22;735000;0;0;35;340200;0;0;0;0;0;0;46;98400;0;0;31;24600;229;1355400;189;763200;197;1165200;181;1255800
18.03.2022 08:00;25;809400;0;0;36;325200;0;0;0;0;0;0;33;35400;0;0;22;15600;210;1305000;180;768600;183;1277400;195;1108800
18.03.2022 09:00;17;524400;0;0;26;223200;0;0;0;0;0;0;49;64800;0;0;36;31200;240;1181400;173;720000;185;1120200;186;997800
18.03.2022 10:00;18;495000;0;0;4;7800;0;0;0;0;0;0;19;21000;0;0;24;18600;229;1130400;188;735600;201;1054200;196;1066800
18.03.2022 11:00;12;288000;0;0;6;10200;0;0;0;0;0;0;19;17400;0;0;17;12000;246;1128000;159;915600;186;1063800;186;1174200
18.03.2022 12:00;15;478200;0;0;16;190800;0;0;0;0;0;0;28;29400;0;0;34;28200;259;1235400;204;787800;206;1429800;201;1325400
18.03.2022 13:00;19;574200;0;0;33;289200;0;0;0;0;0;0;32;39000;0;0;55;50400;244;1246200;222;1101600;207;1427400;225;1533000
18.03.2022 14:00;4;250200;0;0;39;316200;0;0;0;0;0;0;45;63000;0;0;30;24000;345;1437000;231;1196400;212;1389600;222;1378800
18.03.2022 15:00;3;225600;0;0;37;247200;0;0;0;0;0;0;30;46800;0;0;26;21000;301;1213800;349;1059600;204;1285200;190;1241400
18.03.2022 16:00;9;204000;0;0;34;292800;0;0;0;0;0;0;28;39600;0;0;30;26400;237;1275600;206;889200;235;1406400;182;1970400
18.03.2022 17:00;9;280200;0;0;34;318600;0;0;0;0;0;0;16;15000;0;0;14;8400;241;1087200;212;999600;240;1363800;218;1412400
18.03.2022 18:00;9;384600;0;0;36;315600;0;0;0;0;0;0;24;30000;0;0;23;17400;240;1027800;239;1001400;217;1020000;248;1190400
18.03.2022 19:00;100;352200;0;0;38;298800;0;0;0;0;0;0;11;10200;0;0;11;6600;250;664200;381;714000;374;740400;330;775200
18.03.2022 20:00;3;102000;0;0;12;45600;0;0;0;0;0;0;6;6600;0;0;8;5400;193;465600;339;471000;335;537600;239;421800
18.03.2022 21:00;4;86400;0;0;8;7800;0;0;0;0;0;0;5;3000;0;0;3;1800;167;398400;234;342000;277;429600;185;317400
18.03.2022 22:00;11;180000;0;0;15;17400;0;0;0;0;0;0;5;3000;0;0;2;3000;137;329400;227;280200;276;389400;214;336600
18.03.2022 23:00;3;114000;0;0;6;10200;0;0;0;0;0;0;2;1200;0;0;3;1800;98;207600;148;175200;246;307200;172;246600
19.03.2022 00:00;3;121800;0;0;8;20400;0;0;0;0;0;0;6;7800;0;0;1;600;61;132000;119;129000;148;164400;102;136800
19.03.2022 01:00;1;12600;0;0;6;7200;0;0;0;0;0;0;0;0;0;0;0;0;50;96000;47;59400;124;127200;81;102000
19.03.2022 02:00;0;0;0;0;9;17400;0;0;0;0;0;0;1;600;0;0;0;0;34;85800;47;53400;61;69600;40;61200
19.03.2022 03:00;1;11400;0;0;9;11400;0;0;0;0;0;0;0;0;0;0;0;0;24;46800;41;51000;67;70200;21;30000
19.03.2022 04:00;2;20400;0;0;9;9600;0;0;0;0;0;0;2;1800;0;0;1;600;32;43200;50;49200;102;111000;53;70800
19.03.2022 05:00;2;63000;0;0;15;16200;0;0;0;0;0;0;0;0;0;0;0;0;52;141000;74;88800;145;150600;110;150000
19.03.2022 06:00;2;13200;0;0;17;27600;0;0;0;0;0;0;0;0;0;0;0;0;76;207000;67;140400;54;172800;65;160200
19.03.2022 07:00;2;25800;0;0;13;20400;0;0;0;0;0;0;1;600;0;0;1;600;79;226200;66;175800;66;208800;69;220800
19.03.2022 08:00;2;12600;0;0;16;25200;0;0;0;0;0;0;10;7800;0;0;8;4800;135;444600;119;350400;122;474000;101;437400
19.03.2022 09:00;4;25800;0;0;7;6600;0;0;0;0;0;0;4;4200;0;0;9;7200;202;757800;167;494400;174;643800;162;641400
19.03.2022 10:00;113;165000;0;0;12;11400;0;0;0;0;0;0;6;4800;0;0;9;6600;231;888600;204;664200;193;906000;216;865200
19.03.2022 11:00;10;351600;0;0;9;10200;0;0;0;0;0;0;8;6000;0;0;16;12000;228;947400;205;730200;203;871800;195;990600
19.03.2022 12:00;12;455400;0;0;5;5400;0;0;0;0;0;0;22;22200;0;0;16;10800;242;1018800;214;882000;205;1117200;219;1140000
19.03.2022 13:00;9;199800;0;0;2;5400;0;0;0;0;0;0;23;18600;0;0;13;9000;235;876000;226;1148400;211;1142400;218;1198200
19.03.2022 14:00;9;278400;0;0;4;2400;0;0;0;0;0;0;17;18000;0;0;24;19800;566;1037400;260;910800;212;1165800;216;1208400
19.03.2022 15:00;8;298800;0;0;5;4200;0;0;0;0;0;0;18;19200;0;0;17;11400;368;930000;579;1074600;203;1117200;224;1142400
19.03.2022 16:00;7;156000;0;0;3;8400;0;0;0;0;0;0;19;33000;0;0;17;13200;235;845400;205;830400;206;967200;208;949800
19.03.2022 17:00;8;247800;0;0;5;9000;0;0;0;0;0;0;11;8400;0;0;20;14400;224;888000;173;707400;199;961800;214;1017000
19.03.2022 18:00;8;341400;0;0;4;3600;0;0;0;0;0;0;13;9600;0;0;23;30600;192;712200;195;664200;210;1036800;171;817200
19.03.2022 19:00;4;141000;0;0;4;3600;0;0;0;0;0;0;9;12600;0;0;9;5400;223;493200;335;567600;351;592200;280;502200
19.03.2022 20:00;4;133800;0;0;9;5400;0;0;0;0;0;0;6;3600;0;0;10;7200;171;415800;302;433200;372;549000;234;448200
19.03.2022 21:00;6;159600;0;0;11;21000;0;0;0;0;0;0;7;4800;0;0;6;3600;182;381600;180;260400;339;516600;203;385800
19.03.2022 22:00;3;40200;0;0;7;6600;0;0;0;0;0;0;5;3600;0;0;3;1800;136;354000;215;269400;254;351600;163;289800
19.03.2022 23:00;2;62400;0;0;8;6000;0;0;0;0;0;0;3;2400;0;0;1;600;101;238800;139;147000;247;334200;153;202200
20.03.2022 00:00;3;69000;0;0;6;7800;0;0;0;0;0;0;0;0;0;0;1;600;74;151200;117;150000;161;185400;126;184800
20.03.2022 01:00;5;90600;0;0;9;17400;0;0;0;0;0;0;0;0;0;0;0;0;41;87600;67;67800;97;109800;63;95400
20.03.2022 02:00;0;0;0;0;7;9600;0;0;0;0;0;0;0;0;0;0;0;0;47;85200;55;65400;88;144000;34;54000
20.03.2022 03:00;1;17400;0;0;7;4200;0;0;0;0;0;0;0;0;0;0;0;0;41;79200;45;56400;79;99600;42;63600
20.03.2022 04:00;1;0;0;0;7;15600;0;0;0;0;0;0;0;0;0;0;0;0;21;42000;47;45600;71;87000;42;60600
20.03.2022 05:00;2;76200;0;0;9;5400;0;0;0;0;0;0;0;0;0;0;2;1200;42;80400;58;74400;90;105600;38;62400
20.03.2022 06:00;1;0;0;0;7;8400;0;0;0;0;0;0;0;0;0;0;1;600;40;105600;55;106800;44;100800;45;83400
20.03.2022 07:00;0;0;0;0;7;8400;0;0;0;0;0;0;1;600;0;0;0;0;35;90600;40;105600;32;110400;20;57600
20.03.2022 08:00;1;16800;0;0;10;6000;0;0;0;0;0;0;1;600;0;0;5;3600;46;132600;49;126000;63;210000;55;162000
20.03.2022 09:00;1;26400;0;0;12;19200;0;0;0;0;0;0;5;4800;0;0;3;1800;103;335400;105;337800;113;445800;78;274200
20.03.2022 10:00;6;198000;0;0;12;19800;0;0;0;0;0;0;19;22800;0;0;13;11400;149;506400;123;394800;156;571800;134;529200
20.03.2022 11:00;4;156600;0;0;8;13200;0;0;0;0;0;0;11;9000;0;0;12;8400;145;538800;170;557400;176;758400;165;638400
20.03.2022 12:00;2;95400;0;0;6;3600;0;0;0;0;0;0;10;12600;0;0;12;10200;185;619800;170;580200;188;806400;165;564000
20.03.2022 13:00;7;184200;0;0;6;3600;0;0;0;0;0;0;8;6600;0;0;9;6600;179;612000;181;595800;171;714600;148;550800
20.03.2022 14:00;5;216000;0;0;5;3000;0;0;0;0;0;0;16;13800;0;0;19;15000;211;657000;204;719400;213;1016400;216;709800
20.03.2022 15:00;6;39600;0;0;6;16800;0;0;0;0;0;0;18;16800;0;0;12;9600;180;641400;162;553200;193;925200;178;733200
20.03.2022 16:00;20;265200;0;0;5;3000;0;0;0;0;0;0;10;8400;0;0;19;15000;191;671400;138;520800;185;850800;173;1068600
20.03.2022 17:00;7;251400;0;0;3;3000;0;0;0;0;0;0;16;15600;0;0;6;3600;183;732000;170;595800;214;963000;198;850800
20.03.2022 18:00;7;313200;0;0;6;3600;0;0;0;0;0;0;16;16200;0;0;24;16800;185;719400;175;567000;201;899400;196;818400
20.03.2022 19:00;15;188400;0;0;6;6600;0;0;0;0;0;0;11;10800;0;0;12;9600;207;485400;294;468600;319;543600;280;606000
20.03.2022 20:00;10;276000;0;0;6;7800;0;0;0;0;0;0;8;5400;0;0;6;3600;138;294000;232;298200;318;487200;201;400200
20.03.2022 21:00;3;90000;0;0;12;9000;0;0;0;0;0;0;3;3600;0;0;6;4800;145;272400;142;176400;251;346200;158;263400
20.03.2022 22:00;3;8400;0;0;13;15000;0;0;0;0;0;0;0;0;0;0;3;1800;60;113400;165;202200;166;211200;129;207000
20.03.2022 23:00;6;133800;0;0;9;6600;0;0;0;0;0;0;0;0;0;0;0;0;57;280200;85;111600;122;151200;78;106200
21.03.2022 00:00;1;12000;0;0;11;19800;0;0;0;0;0;0;0;0;0;0;0;0;24;40800;24;31200;73;65400;23;41400
21.03.2022 01:00;3;56400;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;10;25200;30;24600;27;30000;31;42000
21.03.2022 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;44400;23;28800;27;27600;21;19200
21.03.2022 03:00;1;59400;0;0;4;1800;0;0;0;0;0;0;0;0;0;0;0;0;7;15600;15;14400;20;18600;9;17400
21.03.2022 04:00;2;39600;0;0;12;16800;0;0;0;0;0;0;0;0;0;0;0;0;25;53400;38;46200;135;147000;71;97200
21.03.2022 05:00;6;132000;0;0;18;18600;0;0;0;0;0;0;2;1200;0;0;1;600;110;267000;119;154200;422;670200;287;464400
21.03.2022 06:00;21;621600;0;0;25;187200;0;0;0;0;0;0;13;9600;0;0;12;10200;196;788400;139;537000;244;1046400;216;1043400
21.03.2022 07:00;29;1161000;0;0;34;319800;0;0;0;0;0;0;33;55800;0;0;36;28200;202;1754400;166;955800;191;1291200;204;1319400
21.03.2022 08:00;21;695400;0;0;41;366000;0;0;0;0;0;0;47;48000;0;0;33;25200;216;1462800;159;849000;216;1371600;195;1384200
21.03.2022 09:00;15;492000;0;0;25;225000;0;0;0;0;0;0;23;31200;0;0;36;27600;236;1245000;179;793200;192;1135200;194;1117200
21.03.2022 10:00;11;242400;0;0;7;13200;0;0;0;0;0;0;28;27600;0;0;32;24600;225;964200;176;917400;198;1031400;206;1239600
21.03.2022 11:00;11;322800;0;0;10;11400;0;0;0;0;0;0;25;24000;0;0;27;19200;230;1077600;208;757200;198;1186800;166;1007400
21.03.2022 12:00;14;439800;0;0;9;7800;0;0;0;0;0;0;33;30600;0;0;33;27600;229;962400;178;765000;208;1338600;203;1255800
21.03.2022 13:00;15;265200;0;0;4;2400;0;0;0;0;0;0;28;28200;0;0;27;21600;234;1065600;197;793800;218;1312800;211;1239600
21.03.2022 14:00;11;409200;0;0;4;3600;0;0;0;0;0;0;39;40200;0;0;44;36000;245;1205400;225;892800;196;1125000;194;1285800
21.03.2022 15:00;6;228000;0;0;24;163800;0;0;0;0;0;0;21;28800;0;0;25;16200;262;1384200;208;957600;215;1132200;235;1378200
21.03.2022 16:00;9;218400;0;0;37;322200;0;0;0;0;0;0;36;43200;0;0;42;33000;269;1353600;230;1048200;218;1359000;201;1374000
21.03.2022 17:00;10;406200;0;0;40;309600;0;0;0;0;0;0;33;32400;0;0;32;25800;235;1286400;215;903000;193;1155600;218;1319400
21.03.2022 18:00;6;127200;0;0;36;332400;0;0;0;0;0;0;14;11400;0;0;10;6000;221;1026600;226;858000;212;1009200;204;952800
21.03.2022 19:00;13;292200;0;0;41;369000;0;0;0;0;0;0;31;48000;0;0;15;11400;233;622800;366;567000;375;610800;333;726000
21.03.2022 20:00;5;118800;0;0;40;317400;0;0;0;0;0;0;9;7200;0;0;7;4800;175;350400;264;369000;266;499200;211;390600
21.03.2022 21:00;3;103800;0;0;40;231000;0;0;0;0;0;0;6;3600;0;0;7;4200;137;289200;199;246600;250;361800;173;313800
21.03.2022 22:00;1;21000;0;0;17;64800;0;0;0;0;0;0;3;1800;0;0;2;1200;106;238800;242;303600;221;244200;134;195600
21.03.2022 23:00;1;30600;0;0;7;4200;0;0;0;0;0;0;0;0;0;0;2;1200;56;94800;73;85800;157;163800;77;96600
22.03.2022 00:00;3;49800;0;0;11;21000;0;0;0;0;0;0;0;0;0;0;0;0;18;36600;38;48000;55;66600;45;74400
22.03.2022 01:00;0;0;0;0;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;14;28200;15;21000;38;85800;31;39000
22.03.2022 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;30000;10;13200;25;24000;16;21000
22.03.2022 03:00;1;58200;0;0;3;1800;0;0;0;0;0;0;0;0;0;0;0;0;20;34800;16;22200;20;22800;9;15000
22.03.2022 04:00;2;48000;0;0;8;4200;0;0;0;0;0;0;0;0;0;0;0;0;31;57000;45;56400;127;146400;70;99600
22.03.2022 05:00;3;113400;0;0;15;22200;0;0;0;0;0;0;4;3000;0;0;4;2400;100;255000;115;141600;412;673200;299;512400
22.03.2022 06:00;29;850200;0;0;25;212400;0;0;0;0;0;0;6;4800;0;0;11;7200;167;726000;126;542400;247;951600;219;853800
22.03.2022 07:00;24;841800;0;0;36;307800;0;0;0;0;0;0;28;26400;0;0;25;16800;208;1608000;185;835800;205;1297800;215;1286400
22.03.2022 08:00;18;533400;0;0;40;316200;0;0;0;0;0;0;22;17400;0;0;22;14400;232;1341000;187;1020600;189;1411800;190;1421400
22.03.2022 09:00;18;413400;0;0;24;174000;0;0;0;0;0;0;21;18000;0;0;25;19800;242;1180200;179;689400;191;1098600;180;1064400
22.03.2022 10:00;17;624600;0;0;11;15000;0;0;0;0;0;0;24;23400;0;0;24;21600;231;1110000;191;723600;205;1000800;193;985800
22.03.2022 11:00;24;360600;0;0;9;13800;0;0;0;0;0;0;29;30600;0;0;27;18600;257;1050000;181;751200;202;1098600;187;1101000
22.03.2022 12:00;19;694800;0;0;7;9000;0;0;0;0;0;0;32;33000;0;0;28;20400;242;1021200;199;722400;213;1223400;193;1178400
22.03.2022 13:00;16;375600;0;0;5;4200;0;0;0;0;0;0;41;49200;0;0;29;23400;221;926400;203;864600;216;1345200;214;1362000
22.03.2022 14:00;14;601800;0;0;6;7200;0;0;0;0;0;0;39;39000;0;0;34;26400;280;1204200;213;924600;210;1303200;204;1209000
22.03.2022 15:00;9;314400;0;0;18;219000;0;0;0;0;0;0;35;51000;0;0;36;29400;260;1381800;209;1018800;211;1281600;224;1327200
22.03.2022 16:00;7;225000;0;0;34;279600;0;0;0;0;0;0;40;57000;0;0;32;21600;257;1386600;220;1078800;211;1352400;175;1870800
22.03.2022 17:00;9;430200;0;0;39;284400;0;0;0;0;0;0;31;28800;0;0;22;13200;258;1273800;218;1044000;223;1323600;219;1451400
22.03.2022 18:00;9;308400;0;0;37;329400;0;0;0;0;0;0;25;40800;0;0;26;21000;261;1153200;231;1113000;204;1204800;211;1109400
22.03.2022 19:00;9;287400;0;0;35;336000;0;0;0;0;0;0;20;26400;0;0;13;8400;235;574800;313;521400;352;615600;336;703800
22.03.2022 20:00;6;228600;0;0;39;227400;0;0;0;0;0;0;8;6000;0;0;8;4800;176;409800;246;339000;304;565200;247;409200
22.03.2022 21:00;3;159600;0;0;41;202800;0;0;0;0;0;0;2;1200;0;0;3;1800;159;315600;185;240000;252;385800;195;352200
22.03.2022 22:00;2;40200;0;0;12;59400;0;0;0;0;0;0;4;3000;0;0;1;600;124;276000;226;280200;252;300600;138;199200
22.03.2022 23:00;0;0;0;0;7;4200;0;0;0;0;0;0;0;0;0;0;0;0;48;96600;79;94200;144;144600;98;120600
23.03.2022 00:00;0;0;0;0;8;10800;0;0;0;0;0;0;0;0;0;0;0;0;39;75000;43;57600;47;52800;35;49800
23.03.2022 01:00;0;0;0;0;3;6000;0;0;0;0;0;0;0;0;0;0;0;0;22;41400;26;25200;27;26400;22;32400
23.03.2022 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18600;28;34800;17;17400;7;9000
23.03.2022 03:00;1;57600;0;0;3;1200;0;0;0;0;0;0;0;0;0;0;0;0;22;54000;20;28200;26;23400;28;37800
23.03.2022 04:00;1;0;0;0;6;3000;0;0;0;0;0;0;0;0;0;0;1;600;32;55800;25;31800;151;161400;89;102000
23.03.2022 05:00;4;234600;0;0;18;10800;0;0;0;0;0;0;2;1200;0;0;3;1800;117;291600;121;129000;403;578400;267;428400
