01.06.2020 00:00;Bel_D11;Vwz_D11;Bel_D31;Vwz_D31;Bel_D32;Vwz_D32;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_TB41;Vwz_TB41;Bel_TB41a;Vwz_TB41a;Bel_TF41;Vwz_TF41;Bel_TF41a;Vwz_TF41a;Bel_V12;Vwz_V12;Bel_V33;Vwz_V33;Bel_V34;Vwz_V34;Bel_V43;Vwz_V43;Bel_VK1_iO;Vwz_VK1_iO;Bel_VK2_iO;Vwz_VK2_iO;Bel_VK3_iO;Vwz_VK3_iO
07.06.2020 17:00;302;585000;271;209400;61;54000;38;357000;38;349800;1;600;0;0;2;1800;0;0;203;961800;249;412200;2;5400;35;133800;0;0;0;0;0;0
07.06.2020 18:00;297;498000;232;199200;56;85800;40;323400;38;285000;1;600;3;3000;0;0;2;1200;196;912000;203;375000;8;18600;30;159600;0;0;0;0;0;0
07.06.2020 19:00;245;470400;185;164400;49;70200;35;258600;36;239400;0;0;0;0;0;0;0;0;184;791400;176;292200;8;21600;28;150000;0;0;0;0;0;0
07.06.2020 20:00;243;373800;140;89400;46;17400;23;210000;21;192600;0;0;0;0;0;0;0;0;173;716400;134;178200;4;6600;18;78600;0;0;0;0;0;0
07.06.2020 21:00;162;220200;106;64200;35;600;18;93600;20;92400;1;600;0;0;1;600;0;0;126;500400;106;160200;1;1200;17;47400;0;0;0;0;0;0
07.06.2020 22:00;127;160200;93;46200;42;29400;12;74400;13;67200;0;0;0;0;0;0;0;0;109;404400;102;91200;4;4800;7;74400;0;0;0;0;0;0
07.06.2020 23:00;69;62400;50;17400;25;0;7;29400;7;30000;0;0;0;0;0;0;0;0;71;217800;62;47400;0;0;5;15600;0;0;0;0;0;0
08.06.2020 00:00;40;15600;25;4200;19;16200;4;1800;4;600;0;0;0;0;0;0;0;0;41;123600;28;24000;3;2400;0;0;0;0;0;0;0;0
08.06.2020 01:00;28;34200;18;1800;9;0;1;600;1;600;0;0;0;0;0;0;0;0;31;90000;20;16200;0;0;0;0;0;0;0;0;0;0
08.06.2020 02:00;17;4200;8;0;8;0;2;11400;2;11400;0;0;0;0;0;0;0;0;18;46200;9;7800;1;600;3;6600;0;0;0;0;0;0
08.06.2020 03:00;14;1200;12;0;11;0;1;2400;2;2400;0;0;0;0;0;0;0;0;14;44400;14;9600;1;0;1;6600;0;0;0;0;0;0
08.06.2020 04:00;14;12000;14;600;9;0;4;18600;4;17400;0;0;0;0;0;0;0;0;14;36000;14;10800;0;0;4;15600;0;0;0;0;0;0
08.06.2020 05:00;26;4800;56;14400;14;7200;6;24600;6;24600;0;0;0;0;0;0;0;0;29;68400;56;52800;4;4200;6;18600;0;0;0;0;0;0
08.06.2020 06:00;157;272400;147;90000;40;44400;21;147600;18;140400;0;0;0;0;0;0;0;0;121;510600;139;186600;4;18000;14;78000;0;0;0;0;0;0
08.06.2020 07:00;323;603600;418;351000;74;193200;60;313800;28;297000;0;0;1;1200;0;0;1;600;180;1099200;368;726600;22;63600;26;93000;0;0;0;0;0;0
08.06.2020 08:00;391;758400;425;461400;68;279000;53;495000;53;489000;1;600;1;2400;1;600;1;600;203;1320600;366;840600;25;79200;46;263400;0;0;0;0;0;0
08.06.2020 09:00;352;919200;375;597600;71;570600;73;630600;68;625200;0;0;0;0;0;0;0;0;203;1394400;303;895200;41;223800;58;456600;0;0;0;0;0;0
08.06.2020 10:00;482;1164000;373;498000;81;655800;67;947400;68;987600;0;0;0;0;0;0;2;1200;236;1878600;304;771000;44;309600;61;563400;0;0;0;0;0;0
08.06.2020 11:00;509;1208400;372;585600;83;788400;86;882600;91;912600;2;1800;1;600;1;600;2;1200;221;2001000;319;858600;43;279600;67;591000;0;0;0;0;0;0
08.06.2020 12:00;529;1344000;348;455400;99;562800;89;990000;91;982200;1;1200;1;600;3;1800;1;600;193;2184600;297;786000;40;232800;63;621000;0;0;0;0;0;0
08.06.2020 13:00;562;1401000;364;446400;84;679800;92;1180200;91;1145400;2;1200;1;600;1;600;0;0;202;2258400;300;726000;34;177600;66;708600;0;0;0;0;0;0
08.06.2020 14:00;512;1233000;356;508200;77;391200;73;853200;77;803400;3;3600;1;1200;2;1800;6;3600;186;2031600;302;808800;22;130200;86;460200;0;0;0;0;0;0
08.06.2020 15:00;560;1362000;363;465600;75;396000;83;1181400;85;1243800;0;0;1;600;0;0;4;3000;198;2169000;296;766200;24;119400;68;680400;0;0;0;0;0;0
08.06.2020 16:00;569;1393800;353;418200;94;418200;88;1009200;86;902400;0;0;4;6000;2;1800;5;4200;166;2308800;298;705000;30;168600;62;604200;0;0;0;0;0;0
08.06.2020 17:00;610;1450800;346;394200;77;608400;90;854400;86;858000;0;0;1;600;0;0;3;2400;180;2380800;314;637800;29;111000;68;479400;0;0;0;0;0;0
08.06.2020 18:00;544;1207200;302;324000;75;386400;76;974400;75;918000;1;600;1;600;1;600;2;1800;188;2083800;264;554400;23;67200;68;586800;0;0;0;0;0;0
08.06.2020 19:00;403;880200;200;238800;55;184200;68;542400;64;541200;0;0;4;3600;0;0;1;600;221;1461000;185;347400;11;33000;62;322800;0;0;0;0;0;0
08.06.2020 20:00;279;649200;174;194400;63;180600;52;503400;51;517200;0;0;5;3600;0;0;5;3600;180;1012800;158;313800;14;36000;39;213600;0;0;0;0;0;0
08.06.2020 21:00;221;321600;117;68400;56;82800;23;116400;22;116400;1;600;1;600;1;600;0;0;174;718800;117;169800;9;12600;16;88800;0;0;0;0;0;0
08.06.2020 22:00;137;171000;87;36000;31;15000;14;87600;12;65400;0;0;0;0;0;0;0;0;125;417000;100;94800;2;5400;13;34200;0;0;0;0;0;0
08.06.2020 23:00;69;30000;41;21000;13;6000;9;28200;9;20400;0;0;0;0;0;0;0;0;58;213000;45;40800;2;1200;6;21000;0;0;0;0;0;0
09.06.2020 00:00;42;40200;14;3600;16;600;3;17400;3;12000;0;0;0;0;0;0;0;0;43;128400;16;13800;0;0;3;12000;0;0;0;0;0;0
09.06.2020 01:00;26;12000;19;3000;10;0;1;0;1;0;0;0;0;0;0;0;0;0;29;80400;23;18000;0;0;0;0;0;0;0;0;0;0
09.06.2020 02:00;15;1800;5;0;7;18000;2;13800;2;13200;0;0;0;0;0;0;0;0;18;43800;6;4800;2;1200;3;5400;0;0;0;0;0;0
09.06.2020 03:00;14;25800;8;0;11;0;1;1800;1;1800;0;0;0;0;0;0;0;0;16;40200;9;7200;1;0;2;8400;0;0;0;0;0;0
09.06.2020 04:00;13;8400;17;1200;9;0;2;9000;2;7800;0;0;0;0;0;0;0;0;14;46200;17;16800;0;0;3;9000;0;0;0;0;0;0
09.06.2020 05:00;39;25200;64;18000;17;600;6;25800;7;25200;0;0;0;0;0;0;0;0;40;100200;63;67800;0;0;4;22200;0;0;0;0;0;0
09.06.2020 06:00;147;257400;135;56400;26;8400;17;106200;18;106200;0;0;0;0;0;0;0;0;114;481800;127;159000;2;2400;14;64800;0;0;0;0;0;0
09.06.2020 07:00;299;662400;416;325200;76;246000;32;337200;35;328800;0;0;0;0;0;0;0;0;165;1069200;372;682200;22;82200;22;164400;0;0;0;0;0;0
09.06.2020 08:00;354;758400;426;457800;78;489000;60;583200;58;573000;2;1800;0;0;1;600;0;0;187;1306800;357;811200;37;150000;39;315000;0;0;0;0;0;0
09.06.2020 09:00;403;995400;394;369000;66;440400;64;754200;60;699600;1;1200;0;0;1;600;0;0;195;1627200;355;703200;28;103800;55;331200;0;0;0;0;0;0
09.06.2020 10:00;425;1090200;352;358800;68;411600;73;821400;69;839400;1;600;0;0;0;0;1;600;186;1778400;292;667800;31;216000;58;499800;0;0;0;0;0;0
09.06.2020 11:00;534;1126800;377;396000;77;392400;65;813000;65;765600;0;0;2;1200;0;0;4;3000;209;1950600;319;712800;34;192000;54;496800;0;0;0;0;0;0
09.06.2020 12:00;556;1381200;359;460200;85;535200;89;801600;89;864600;0;0;0;0;0;0;0;0;195;2131800;301;758400;29;186000;74;634800;0;0;0;0;0;0
09.06.2020 13:00;501;1311000;346;388200;82;465000;75;967800;76;962400;0;0;1;1200;0;0;0;0;194;2022000;298;639600;28;139200;71;494400;0;0;0;0;0;0
09.06.2020 14:00;517;1164000;352;393600;66;227400;66;838200;64;825000;0;0;0;0;1;600;0;0;214;1903200;321;617400;16;75600;51;416400;0;0;0;0;0;0
09.06.2020 15:00;552;1272600;350;454800;87;465000;147;847200;95;939000;1;600;0;0;0;0;7;5400;184;2086200;299;716400;29;192000;50;744600;0;0;0;0;0;0
09.06.2020 16:00;545;1186200;366;393600;86;394800;80;753000;71;714000;1;1200;0;0;0;0;0;0;195;2095200;317;696600;26;72600;53;408000;0;0;0;0;0;0
09.06.2020 17:00;561;1373400;339;538200;92;331800;104;1201200;103;1323000;0;0;1;600;0;0;1;600;192;2172000;281;812400;29;151800;82;777600;0;0;0;0;0;0
09.06.2020 18:00;545;1150200;292;442200;75;370200;78;1016400;75;1016400;0;0;1;600;0;0;1;600;214;2009400;251;642600;29;138000;65;446400;0;0;0;0;0;0
09.06.2020 19:00;440;1007400;220;299400;70;502200;70;859200;70;814800;0;0;2;1800;1;600;2;1800;202;1662000;198;428400;33;106800;56;459600;0;0;0;0;0;0
09.06.2020 20:00;242;532800;131;132600;55;111000;46;460800;45;450600;0;0;0;0;0;0;1;600;172;840000;124;213000;14;58200;39;190800;0;0;0;0;0;0
09.06.2020 21:00;199;371400;119;70200;46;74400;29;228600;30;223800;0;0;0;0;0;0;1;600;150;708600;116;163800;6;16800;23;90600;0;0;0;0;0;0
09.06.2020 22:00;148;225000;98;57600;41;20400;15;75600;14;75000;0;0;0;0;0;0;0;0;123;477600;106;103200;5;4800;13;55800;0;0;0;0;0;0
09.06.2020 23:00;71;64200;41;7800;18;0;6;9600;6;9600;0;0;0;0;0;0;0;0;66;226800;50;45000;0;0;6;33000;0;0;0;0;0;0
10.06.2020 00:00;32;8400;19;1800;10;0;5;38400;5;20400;0;0;0;0;0;0;0;0;34;99600;24;18000;1;600;5;18600;0;0;0;0;0;0
10.06.2020 01:00;29;4200;21;1800;10;1800;1;6600;1;6600;0;0;0;0;0;0;0;0;33;87000;23;19200;4;1800;2;2400;0;0;0;0;0;0
10.06.2020 02:00;20;1800;12;600;9;0;0;0;0;0;0;0;0;0;0;0;0;0;21;45600;13;10800;0;0;0;0;0;0;0;0;0;0
10.06.2020 03:00;10;0;8;600;10;0;0;0;0;0;0;0;0;0;0;0;0;0;11;28800;9;7200;1;600;0;0;0;0;0;0;0;0
10.06.2020 04:00;14;2400;15;2400;6;0;2;7800;2;8400;0;0;0;0;0;0;0;0;15;37200;19;13200;0;0;3;6600;0;0;0;0;0;0
10.06.2020 05:00;35;11400;62;12600;19;600;6;33000;7;30600;0;0;0;0;0;0;0;0;37;93000;63;63000;1;1200;6;25800;0;0;0;0;0;0
10.06.2020 06:00;151;306000;121;70200;41;112800;22;159600;21;159600;0;0;0;0;0;0;0;0;128;603000;118;151800;13;69600;17;70800;0;0;0;0;0;0
10.06.2020 07:00;328;720600;451;382200;92;273000;36;345000;33;340800;0;0;0;0;0;0;0;0;169;1198800;381;710400;32;102000;24;238800;0;0;0;0;0;0
10.06.2020 08:00;399;929400;444;563400;103;628200;78;847800;74;886800;0;0;0;0;0;0;0;0;152;1541400;360;985800;42;280200;58;513600;0;0;0;0;0;0
10.06.2020 09:00;369;901200;388;441000;86;484200;60;692400;59;697200;1;600;0;0;0;0;0;0;187;1564200;333;769800;40;164400;46;328200;0;0;0;0;0;0
10.06.2020 10:00;457;1264200;397;489000;95;600000;86;880200;84;870600;0;0;0;0;1;600;1;600;199;1942200;342;795000;49;241200;61;436800;0;0;0;0;0;0
10.06.2020 11:00;602;1592400;380;490800;88;753600;104;1239600;103;1324800;1;600;1;600;1;600;1;600;168;2541600;311;773400;41;210600;75;900600;0;0;0;0;0;0
10.06.2020 12:00;570;1496400;401;525000;91;377400;106;1185600;80;1119000;0;0;0;0;0;0;0;0;188;2406600;336;870600;33;135000;65;527400;0;0;0;0;0;0
10.06.2020 13:00;587;1369800;350;388800;81;447000;89;1108800;89;1113000;1;600;0;0;2;1200;0;0;194;2246400;311;658200;19;169800;69;693000;0;0;0;0;0;0
10.06.2020 14:00;520;1356600;369;543000;81;646200;93;1123200;91;1117200;0;0;2;3000;0;0;2;2400;183;2103000;325;814800;38;250800;73;632400;0;0;0;0;0;0
10.06.2020 15:00;558;1571400;375;525600;82;791400;297;1419000;115;1495200;0;0;1;600;0;0;4;4800;174;2416200;307;873600;43;333600;93;1041000;0;0;0;0;0;0
10.06.2020 16:00;602;1580400;343;399000;92;566400;113;1176000;108;1171800;0;0;1;600;0;0;1;600;185;2388000;313;657600;32;187800;83;784200;0;0;0;0;0;0
10.06.2020 17:00;631;1530600;372;513600;90;551400;118;1329000;117;1326000;0;0;2;1800;0;0;2;1200;180;2511600;311;781200;34;135600;75;1029600;0;0;0;0;0;0
10.06.2020 18:00;605;1497600;322;420600;82;774600;90;1393800;91;1375200;0;0;2;1200;0;0;1;600;189;2399400;266;697200;34;171600;81;590400;0;0;0;0;0;0
10.06.2020 19:00;469;1217400;245;336600;80;538800;94;960600;94;918600;0;0;1;1800;0;0;2;1800;216;1903800;202;529800;34;173400;71;531000;0;0;0;0;0;0
10.06.2020 20:00;339;844200;148;166200;90;270600;76;784200;76;769200;0;0;0;0;0;0;0;0;198;1237200;138;235200;27;85200;63;367800;0;0;0;0;0;0
10.06.2020 21:00;226;411000;126;90600;54;89400;35;229800;38;211800;0;0;0;0;0;0;0;0;161;846600;128;175800;11;60600;38;137400;0;0;0;0;0;0
10.06.2020 22:00;184;254400;118;52800;49;15600;17;134400;17;134400;0;0;0;0;0;0;0;0;137;589800;133;139200;7;4200;21;81000;0;0;0;0;0;0
10.06.2020 23:00;127;106200;87;55800;32;25200;13;58200;14;65400;0;0;0;0;0;0;0;0;108;387000;112;99600;2;3000;7;32400;0;0;0;0;0;0
11.06.2020 00:00;87;114600;48;11400;22;8400;9;60600;10;59400;0;0;1;600;0;0;0;0;74;289200;55;65400;1;600;12;46800;0;0;0;0;0;0
11.06.2020 01:00;52;24000;35;15600;19;0;2;3000;2;3000;0;0;0;0;0;0;0;0;47;186600;37;72000;1;600;2;16800;0;0;0;0;0;0
11.06.2020 02:00;46;67200;21;9000;29;13200;7;5400;6;10200;0;0;0;0;0;0;0;0;47;184800;20;42000;2;3000;5;33600;0;0;0;0;0;0
11.06.2020 03:00;21;4800;13;1800;20;12600;8;44400;8;30000;0;0;0;0;0;0;0;0;20;77400;16;31200;4;6600;6;28200;0;0;0;0;0;0
11.06.2020 04:00;17;1200;12;600;16;0;0;0;0;0;0;0;0;0;0;0;0;0;17;61200;12;25200;3;1800;0;0;0;0;0;0;0;0
11.06.2020 05:00;12;5400;25;3000;19;1800;3;9600;3;9000;0;0;0;0;0;0;0;0;12;42600;23;59400;5;7800;3;9600;0;0;0;0;0;0
11.06.2020 06:00;25;18000;15;3000;9;0;4;8400;4;6000;0;0;0;0;0;0;0;0;26;64800;15;22200;1;0;4;12000;0;0;0;0;0;0
11.06.2020 07:00;29;10200;44;9000;13;17400;5;28800;5;28200;0;0;0;0;0;0;0;0;30;67800;43;45600;2;4800;5;19200;0;0;0;0;0;0
11.06.2020 08:00;62;49800;43;8400;20;6000;9;67200;9;63600;0;0;0;0;0;0;0;0;58;177000;42;42600;1;2400;8;29400;0;0;0;0;0;0
11.06.2020 09:00;127;234600;94;40800;37;82200;16;116400;15;117600;0;0;0;0;0;0;0;0;110;376200;93;110400;6;15000;18;69000;0;0;0;0;0;0
11.06.2020 10:00;162;260400;143;98400;40;103800;17;118800;17;117000;0;0;0;0;0;0;0;0;128;516600;138;197400;15;36000;18;60000;0;0;0;0;0;0
11.06.2020 11:00;182;349200;158;80400;36;41400;15;98400;15;97200;0;0;0;0;0;0;1;600;138;540600;156;201600;5;13200;17;52200;0;0;0;0;0;0
11.06.2020 12:00;210;436200;193;222600;46;73200;36;303600;34;268200;0;0;0;0;0;0;1;600;147;671400;176;325200;6;13800;28;147600;0;0;0;0;0;0
11.06.2020 13:00;237;346800;185;146400;35;25800;30;220200;30;205800;0;0;0;0;0;0;0;0;148;727200;176;279600;5;10800;38;126000;0;0;0;0;0;0
11.06.2020 14:00;275;537600;202;147000;49;85200;33;322200;31;321600;0;0;0;0;0;0;0;0;186;878400;193;303000;10;30600;26;102000;0;0;0;0;0;0
11.06.2020 15:00;278;415200;215;135600;45;46800;18;129600;19;130200;0;0;0;0;0;0;0;0;202;795600;213;270600;8;31200;16;75600;0;0;0;0;0;0
11.06.2020 16:00;259;505800;236;146400;59;98400;34;265200;24;268200;0;0;0;0;0;0;0;0;174;799200;220;334800;9;25800;27;115800;0;0;0;0;0;0
11.06.2020 17:00;289;400200;245;148200;34;45600;26;213600;24;215400;0;0;0;0;0;0;0;0;206;832800;220;351000;6;16200;23;167400;0;0;0;0;0;0
11.06.2020 18:00;285;463200;217;189600;58;98400;37;405600;36;379200;2;3000;1;1200;1;600;2;1200;197;843000;194;364800;10;20400;30;123600;0;0;0;0;0;0
11.06.2020 19:00;269;517200;224;130200;59;69000;27;285000;29;305400;1;1200;0;0;1;600;0;0;175;843600;211;315600;6;16800;22;133800;0;0;0;0;0;0
11.06.2020 20:00;216;447600;172;179400;40;117600;27;258600;27;252600;0;0;0;0;1;600;0;0;181;695400;161;255000;7;20400;24;417000;0;0;0;0;0;0
11.06.2020 21:00;188;211200;128;46200;45;36000;15;127200;15;127200;0;0;0;0;0;0;0;0;160;589800;127;179400;5;9600;10;60600;0;0;0;0;0;0
11.06.2020 22:00;128;143400;98;45600;32;2400;14;89400;13;87000;0;0;0;0;0;0;0;0;99;365400;105;116400;4;3000;12;51000;0;0;0;0;0;0
11.06.2020 23:00;102;48600;47;7800;24;0;2;8400;2;8400;0;0;0;0;0;0;0;0;88;293400;56;42000;0;0;2;11400;0;0;0;0;0;0
12.06.2020 00:00;72;47400;44;7800;19;13800;4;4200;4;4200;0;0;0;0;0;0;0;0;67;197400;49;43200;3;2400;1;5400;0;0;0;0;0;0
12.06.2020 01:00;32;7200;23;1800;11;0;3;6000;3;8400;0;0;0;0;0;0;0;0;33;93000;30;22800;0;0;2;9000;0;0;0;0;0;0
12.06.2020 02:00;20;6000;14;1200;6;0;1;3600;1;4800;0;0;0;0;0;0;0;0;23;58200;16;16200;0;0;3;8400;0;0;0;0;0;0
12.06.2020 03:00;14;3600;6;0;7;0;2;7200;3;6600;0;0;0;0;0;0;0;0;15;45600;8;4200;0;0;2;10800;0;0;0;0;0;0
12.06.2020 04:00;15;9000;10;1200;11;0;4;7200;6;6600;0;0;0;0;0;0;0;0;15;43200;10;9600;0;0;2;7800;0;0;0;0;0;0
12.06.2020 05:00;30;35400;39;306000;17;600;7;15000;7;16200;0;0;0;0;0;0;0;0;31;79800;42;37200;1;0;7;12600;0;0;0;0;0;0
12.06.2020 06:00;102;144000;83;55800;31;22200;13;115800;13;97200;0;0;0;0;0;0;0;0;93;309600;81;91200;2;3600;12;51000;0;0;0;0;0;0
12.06.2020 07:00;177;373800;175;139200;61;319200;41;312600;38;306600;0;0;0;0;0;0;0;0;159;648000;172;228000;20;60000;30;213600;0;0;0;0;0;0
12.06.2020 08:00;294;921000;272;288600;72;399000;56;530400;56;467400;0;0;0;0;0;0;2;1800;175;1224000;252;472800;75;917400;51;389400;0;0;0;0;0;0
12.06.2020 09:00;373;1290600;303;330000;86;313200;78;1020600;75;983400;0;0;3;2400;1;600;1;600;181;1711200;264;1098000;75;2182200;65;671400;0;0;0;0;0;0
12.06.2020 10:00;415;1183200;390;519000;88;418200;80;874200;79;912000;0;0;0;0;0;0;1;1800;199;1744200;301;994800;35;164400;89;515400;0;0;0;0;0;0
12.06.2020 11:00;539;1523400;346;394800;81;327000;135;1107000;103;1107600;0;0;1;600;0;0;1;600;218;2228400;317;630000;31;105000;94;640800;0;0;0;0;0;0
12.06.2020 12:00;562;1544400;367;496800;93;611400;120;1362600;119;1299000;0;0;1;600;0;0;0;0;185;2399400;305;787200;37;173400;93;975600;0;0;0;0;0;0
12.06.2020 13:00;534;1361400;344;436200;73;550800;129;1293000;127;1297200;1;600;0;0;1;600;1;600;214;2184600;292;715800;34;231600;99;909600;0;0;0;0;0;0
12.06.2020 14:00;527;1275000;338;522000;72;443400;93;1134000;90;1066200;0;0;1;600;1;600;4;3600;191;2224800;288;697800;51;135000;76;685200;0;0;0;0;0;0
12.06.2020 15:00;523;1350600;338;459600;62;351600;86;997200;88;1090200;0;0;1;600;0;0;4;3600;187;2190600;292;721200;25;927000;87;501600;0;0;0;0;0;0
12.06.2020 16:00;546;1596600;327;477000;88;556800;136;1168200;100;1191600;0;0;1;600;0;0;2;1200;151;2414400;284;844800;48;977400;69;1268400;0;0;0;0;0;0
12.06.2020 17:00;507;1284000;331;478800;86;500400;105;1224000;103;1212000;0;0;1;600;0;0;2;1200;172;2006400;287;721800;28;213600;92;765600;0;0;0;0;0;0
12.06.2020 18:00;496;1147800;302;410400;79;431400;82;930000;71;971400;0;0;1;1200;1;600;0;0;194;1789200;257;642600;26;135000;63;433800;0;0;0;0;0;0
12.06.2020 19:00;394;1024800;240;375600;84;428400;73;811200;65;741600;0;0;1;600;0;0;5;5400;209;1548000;211;504000;28;105600;61;342600;0;0;0;0;0;0
12.06.2020 20:00;295;682200;170;184200;53;176400;68;519000;57;538800;0;0;0;0;0;0;2;1800;187;1097400;160;283800;11;26400;51;307200;0;0;0;0;0;0
12.06.2020 21:00;227;456000;149;118200;57;114000;55;306000;40;306600;0;0;0;0;0;0;0;0;151;836400;144;228000;14;30000;36;189600;0;0;0;0;0;0
12.06.2020 22:00;172;225600;142;71400;38;13800;14;57000;11;60600;0;0;0;0;0;0;0;0;128;574200;144;157200;3;4200;9;36600;0;0;0;0;0;0
12.06.2020 23:00;142;187200;82;53400;31;13200;18;75600;16;78000;0;0;0;0;0;0;0;0;123;447600;93;92400;3;2400;15;92400;0;0;0;0;0;0
13.06.2020 00:00;109;96000;53;30000;44;600;12;30000;10;28800;0;0;0;0;0;0;0;0;104;323400;61;56400;0;0;8;24600;0;0;0;0;0;0
13.06.2020 01:00;58;54600;37;18600;27;6000;11;61200;10;61800;0;0;0;0;0;0;0;0;53;172200;40;45000;2;1800;8;27000;0;0;0;0;0;0
13.06.2020 02:00;45;64800;13;1800;16;0;12;21600;9;25200;1;600;0;0;0;0;0;0;49;157800;15;11400;0;0;4;18000;0;0;0;0;0;0
13.06.2020 03:00;35;22200;22;1800;13;0;1;600;2;600;0;0;0;0;0;0;0;0;36;108000;28;21000;0;0;0;0;0;0;0;0;0;0
13.06.2020 04:00;13;4800;12;600;7;0;1;2400;1;2400;0;0;0;0;0;0;0;0;15;31200;13;10200;0;0;1;7200;0;0;0;0;0;0
13.06.2020 05:00;17;3600;26;2400;10;0;1;9000;1;9000;0;0;0;0;0;0;0;0;16;40800;26;25800;0;0;1;3600;0;0;0;0;0;0
13.06.2020 06:00;56;40200;34;17400;23;9600;5;36000;5;36000;0;0;0;0;0;0;0;0;56;142200;34;34200;1;3000;4;19200;0;0;0;0;0;0
13.06.2020 07:00;88;196200;78;51000;34;91800;23;138600;22;128400;0;0;0;0;0;0;0;0;78;282000;75;81600;13;33600;17;71400;0;0;0;0;0;0
13.06.2020 08:00;166;337800;124;59400;60;199200;27;229800;26;221400;0;0;0;0;0;0;0;0;140;584400;125;153600;22;94200;23;88800;0;0;0;0;0;0
13.06.2020 09:00;261;777600;225;226800;65;413400;59;489000;57;486000;1;600;0;0;0;0;0;0;185;1039200;203;374400;26;128400;49;319800;0;0;0;0;0;0
13.06.2020 10:00;328;978600;278;330000;92;474600;53;627000;53;632400;0;0;1;600;1;600;1;600;187;1303800;261;510600;40;273600;53;278400;0;0;0;0;0;0
13.06.2020 11:00;409;1124400;315;340200;77;375000;133;709200;81;752400;0;0;1;600;0;0;0;0;205;1715400;268;616200;30;122400;72;494400;0;0;0;0;0;0
13.06.2020 12:00;423;1170000;334;368400;82;355200;70;861000;69;863400;1;600;0;0;1;600;0;0;225;1753800;295;613200;33;118800;59;418200;0;0;0;0;0;0
13.06.2020 13:00;452;1234800;285;436800;73;427800;92;820800;91;784800;0;0;3;3600;0;0;4;3000;226;1920600;260;565200;32;189600;70;486600;0;0;0;0;0;0
13.06.2020 14:00;453;1158600;261;449400;84;481800;96;1010400;90;1064400;1;1200;1;1200;2;1200;2;2400;233;1819200;234;531600;36;237600;79;506400;0;0;0;0;0;0
13.06.2020 15:00;429;1244400;280;403800;87;443400;73;895800;71;885000;0;0;0;0;1;600;2;1200;253;1773600;232;590400;31;105600;68;409800;0;0;0;0;0;0
13.06.2020 16:00;405;1110600;250;355200;74;491400;84;744000;83;726600;1;600;0;0;0;0;0;0;227;1500600;216;517800;35;166800;67;507600;0;0;0;0;0;0
13.06.2020 17:00;393;1059600;239;358800;77;489600;118;879600;92;865800;0;0;2;1200;1;600;2;1200;170;1693800;212;508200;28;126000;74;617400;0;0;0;0;0;0
13.06.2020 18:00;413;960000;246;283200;78;361800;83;949200;79;948000;0;0;1;600;0;0;3;2400;200;1560600;226;450000;24;108600;65;498600;0;0;0;0;0;0
13.06.2020 19:00;338;899400;215;319800;71;352200;62;622800;66;564600;0;0;1;1800;1;600;1;600;195;1362600;195;438600;23;67800;56;255600;0;0;0;0;0;0
13.06.2020 20:00;275;512400;167;160200;126;238800;65;527400;65;487200;1;600;1;1200;0;0;2;1200;164;928800;146;325200;19;92400;52;257400;0;0;0;0;0;0
13.06.2020 21:00;215;409800;137;114000;60;57000;38;216000;32;204000;0;0;0;0;0;0;0;0;152;795600;129;205200;7;22800;26;123000;0;0;0;0;0;0
13.06.2020 22:00;170;237600;118;84600;49;1200;22;36000;13;21600;0;0;0;0;0;0;0;0;122;539400;139;141000;1;0;5;23400;0;0;0;0;0;0
13.06.2020 23:00;148;174600;76;27600;29;42000;14;40800;10;39600;0;0;0;0;0;0;0;0;115;449400;87;71400;5;4200;6;28800;0;0;0;0;0;0
14.06.2020 00:00;81;39000;45;7800;24;600;9;19800;6;17400;0;0;0;0;0;0;0;0;74;242400;54;45600;0;0;8;32400;0;0;0;0;0;0
14.06.2020 01:00;61;60600;38;23400;21;600;6;16800;4;14400;0;0;0;0;0;0;0;0;54;180000;49;41400;0;0;2;5400;0;0;0;0;0;0
14.06.2020 02:00;48;25800;26;3000;21;0;6;15000;5;13800;0;0;0;0;0;0;0;0;48;143400;28;22800;0;0;4;18000;0;0;0;0;0;0
14.06.2020 03:00;27;6600;17;9600;10;0;5;7200;6;7800;0;0;0;0;0;0;0;0;24;69600;18;13800;1;600;2;6000;0;0;0;0;0;0
14.06.2020 04:00;16;2400;16;3000;13;0;0;0;1;0;0;0;0;0;0;0;0;0;16;46800;20;17400;3;1200;0;0;0;0;0;0;0;0
14.06.2020 05:00;14;1200;10;600;8;9000;2;8400;2;11400;0;0;0;0;0;0;0;0;15;31800;9;7800;4;9600;2;11400;0;0;0;0;0;0
14.06.2020 06:00;19;4200;10;0;4;0;5;9000;2;9600;0;0;0;0;0;0;0;0;19;41400;10;8400;0;0;2;11400;0;0;0;0;0;0
14.06.2020 07:00;29;11400;24;3000;11;5400;6;14400;6;15000;0;0;0;0;0;0;0;0;28;64200;23;18000;1;2400;5;12600;0;0;0;0;0;0
14.06.2020 08:00;55;59400;30;7800;17;16200;7;48600;8;48600;0;0;0;0;0;0;0;0;53;138000;30;33600;3;13800;7;18000;0;0;0;0;0;0
14.06.2020 09:00;99;129000;112;79200;36;83400;10;46200;10;39000;0;0;0;0;0;0;0;0;91;274800;111;129000;9;25800;10;21600;0;0;0;0;0;0
