01.06.2020 00:00;Bel_AD51_M3_5002;Vwz_AD51_M3_5002;Bel_AD55_M5_5005;Vwz_AD55_M5_5005;Bel_AH51_M3_5002;Vwz_AH51_M3_5002;Bel_AH55_M5_5005;Vwz_AH55_M5_5005;Bel_Anf_FG_32;Vwz_Anf_FG_32;Bel_D11;Vwz_D11;Bel_D12;Vwz_D12;Bel_D21;Vwz_D21;Bel_D22;Vwz_D22;Bel_D31;Vwz_D31;Bel_D32;Vwz_D32;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_HD51_M2_5001;Vwz_HD51_M2_5001;Bel_HD55_M4_5004;Vwz_HD55_M4_5004;Bel_HH51_M2_5001;Vwz_HH51_M2_5001;Bel_HH55_M4_5004;Vwz_HH55_M4_5004;Bel_Schluessel_S51;Vwz_Schluessel_S51;Bel_Schluessel_S55;Vwz_Schluessel_S55;Bel_VD51_M1_5000;Vwz_VD51_M1_5000;Bel_VD55_A53/M4_53X;Vwz_VD55_A53/M4_53X
27.03.2022 23:00;0;0;0;0;4;4000;2;2000;1;1860;53;23280;23;7640;2;75959;0;0;7;1920;30;18360;1;46470;4;130960;0;0;0;0;4;4000;2;1990;0;0;0;0;0;0;0;0
28.03.2022 00:00;0;0;1;1000;2;2000;2;2000;0;0;28;13370;23;9400;1;950;0;0;2;320;15;19710;1;40100;3;146400;0;0;1;990;2;2000;2;2000;0;0;0;0;0;0;1;1000
28.03.2022 01:00;0;0;0;0;4;4000;0;0;0;0;7;3340;16;7660;1;60993;0;0;6;2710;10;6060;0;0;4;149503;0;0;0;0;4;4000;0;0;0;0;0;0;0;0;0;0
28.03.2022 02:00;0;0;0;0;0;0;0;0;0;0;9;3200;4;790;0;0;0;0;1;160;7;2080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.03.2022 03:00;0;0;0;0;0;0;4;3990;0;0;6;2530;5;960;0;0;0;0;0;0;5;2380;0;0;0;0;0;0;0;0;0;0;4;4000;0;0;0;0;0;0;0;0
28.03.2022 04:00;0;0;0;0;2;2000;4;3990;2;2090;12;4140;12;3510;1;30240;0;0;3;960;13;5270;0;0;0;0;0;0;0;0;2;2000;5;5000;0;0;0;0;0;0;0;0
28.03.2022 05:00;0;0;1;1000;3;3000;8;7990;0;0;20;9070;32;9240;1;16550;1;800;9;2380;45;18950;2;107318;5;189292;0;0;1;1000;3;3000;7;7000;0;0;0;0;0;0;1;1000
28.03.2022 06:00;1;1000;4;3990;6;6000;6;5990;5;6790;61;32730;66;83090;2;124920;5;2710;31;40570;104;171240;7;171880;12;276420;1;1000;4;4000;6;6000;6;6000;0;0;0;0;1;1000;4;3990
28.03.2022 07:00;3;3000;4;4000;6;6000;5;4990;42;60629;205;192480;176;975977;77;1218983;50;561540;79;369863;350;844708;12;209497;21;510110;3;3000;4;3970;6;6000;5;5000;0;0;0;0;3;3000;4;4000
28.03.2022 08:00;4;3990;4;3990;5;4980;5;4980;40;46480;254;220832;150;309623;47;1154285;16;273080;92;150113;354;769829;16;399730;26;372606;4;4000;4;4000;5;5000;5;5000;0;0;0;0;4;3990;4;4000
28.03.2022 09:00;4;3990;4;4000;6;5990;6;5990;41;55364;241;180700;135;223760;19;520733;8;12410;49;51430;322;778580;5;163965;19;611274;4;4000;4;4000;6;5990;6;6000;0;0;0;0;4;3990;4;3990
28.03.2022 10:00;4;3990;4;4000;6;5990;6;5990;36;41618;300;304617;117;249280;27;1020953;8;76380;48;13530;275;407142;1;26260;12;297090;4;3990;4;4000;6;5980;6;6000;0;0;0;0;4;3990;4;3990
28.03.2022 11:00;5;5000;4;4000;6;6000;6;6000;31;40033;337;392887;121;273880;26;803860;12;58760;59;100334;275;598170;7;61000;17;340610;5;5000;4;4000;6;6000;6;6000;0;0;0;0;5;5000;4;4000
28.03.2022 12:00;4;3990;4;3990;6;6000;6;6000;38;58667;380;561956;132;494099;50;1110965;31;327450;50;65250;283;844783;15;337200;28;464563;4;4000;3;2990;6;5990;6;6000;0;0;1;610;4;4000;4;4000
28.03.2022 13:00;4;4000;4;4000;6;6000;6;5990;52;69488;378;487823;150;482190;77;1494932;31;451432;35;24180;261;627143;17;530534;15;315844;4;4000;4;4000;6;6000;6;6000;0;0;0;0;4;4000;4;4047
28.03.2022 14:00;4;4000;4;3990;6;5980;6;6000;43;72107;369;372453;139;220943;34;759800;14;216222;52;39770;278;624707;14;140742;19;517103;4;4000;4;4000;6;5990;6;6000;0;0;0;0;4;4000;4;3990
28.03.2022 15:00;4;4000;3;2990;5;5000;6;5990;42;51265;397;360110;125;276314;28;596356;20;169320;61;75000;308;603901;11;195260;17;433567;4;4000;3;3000;6;6000;6;5990;0;0;0;0;4;3990;3;3000
28.03.2022 16:00;5;4990;4;3990;6;6000;6;6000;44;61780;417;307150;117;105200;41;870284;14;263510;39;52690;300;672688;16;326174;21;377490;5;5000;4;3980;5;4990;6;6000;0;0;0;0;5;4980;4;4000
28.03.2022 17:00;4;3990;4;4000;6;6000;5;4990;38;46010;454;366050;139;114910;26;560354;13;302018;50;60229;301;652409;16;378084;20;416266;4;3980;4;4000;6;6000;5;5000;0;0;0;0;4;4000;4;3990
28.03.2022 18:00;3;2980;4;3990;6;5990;6;6000;21;31000;403;426450;126;137195;14;230440;11;96410;64;36900;259;545590;23;448425;22;473478;3;3000;4;3990;6;5980;6;6000;0;0;0;0;3;3000;4;4000
28.03.2022 19:00;4;4000;3;3000;6;6056;6;6000;19;24730;345;216200;99;53515;12;201140;4;62380;26;14640;198;479333;13;493160;13;392175;4;4000;3;3000;6;6000;6;6000;0;0;0;0;4;3990;3;3000
28.03.2022 20:00;4;4000;0;0;6;6000;5;4990;11;13080;210;111870;76;77520;7;179945;2;1440;20;5730;141;323830;7;132880;11;363330;4;3990;0;0;6;5980;5;5000;1;1350;0;0;4;4000;0;0
28.03.2022 21:00;0;0;0;0;5;5000;4;4000;8;9620;147;78920;46;42510;5;233697;4;38260;17;6220;72;102670;6;186169;11;237316;0;0;0;0;5;5000;4;4000;0;0;0;0;0;0;0;0
28.03.2022 22:00;0;0;0;0;4;4000;3;3000;2;2320;126;65130;52;16880;3;125560;3;65246;10;2060;61;105000;6;156484;8;354092;0;0;0;0;4;3980;3;2990;0;0;0;0;0;0;0;0
28.03.2022 23:00;0;0;1;990;4;4000;2;1990;1;1010;60;27360;26;10670;1;22920;1;800;13;3960;27;13850;0;0;0;0;0;0;1;1000;4;4000;2;2000;0;0;0;0;0;0;1;1000
29.03.2022 00:00;0;0;0;0;2;2000;2;2000;0;0;21;10350;15;5390;0;0;0;0;3;1900;16;18310;1;52510;3;123970;0;0;0;0;2;1990;2;2000;0;0;0;0;0;0;0;0
29.03.2022 01:00;0;0;0;0;5;5000;0;0;0;0;13;4770;6;1760;1;45404;0;0;0;0;6;2230;0;0;0;0;0;0;0;0;5;5047;0;0;0;0;0;0;0;0;0;0
29.03.2022 02:00;0;0;0;0;0;0;0;0;3;3040;17;7340;13;3180;0;0;0;0;0;0;9;3650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.03.2022 03:00;0;0;1;1055;0;0;4;4000;0;0;9;4630;9;3020;0;0;0;0;2;480;9;3990;0;0;0;0;0;0;1;1000;0;0;4;4000;0;0;0;0;0;0;1;1000
29.03.2022 04:00;0;0;0;0;2;2000;4;4000;0;0;10;4478;10;2240;1;22550;0;0;1;160;7;2550;1;480;0;0;0;0;0;0;2;2000;4;3980;0;0;0;0;0;0;0;0
29.03.2022 05:00;0;0;1;1000;3;3000;8;8000;1;1810;22;9680;32;9840;1;40150;0;0;13;17500;59;58080;2;75750;4;92038;0;0;1;1000;3;3000;8;8000;0;0;0;0;0;0;1;1000
29.03.2022 06:00;1;1000;4;3990;6;5990;6;5990;11;11370;76;37370;66;114366;1;80530;6;4300;28;17020;107;125220;6;144490;9;147250;1;1000;4;3990;6;6000;6;6000;0;0;0;0;1;1000;4;3990
29.03.2022 07:00;4;4000;4;4000;6;5980;6;6000;41;53120;178;116291;212;1099254;87;1497356;45;532687;68;259222;348;725451;15;250618;25;592393;4;4000;4;3990;6;5990;6;5990;0;0;0;0;4;3990;4;4000
29.03.2022 08:00;4;4000;4;3980;6;5990;6;5990;43;51930;259;205040;167;369359;57;1043813;17;266540;76;117671;351;763169;11;218889;31;374289;4;4000;4;4000;6;5990;6;6000;0;0;0;0;4;3990;4;4059
29.03.2022 09:00;4;4000;4;4000;6;5990;6;5990;29;35077;236;174580;133;162550;22;595818;13;179737;61;107481;305;603368;10;327030;17;388033;4;4000;4;3990;6;5980;6;5990;0;0;0;0;4;3980;4;3990
29.03.2022 10:00;5;5000;4;4000;6;5990;6;5990;15;18170;245;230930;110;130950;16;548957;12;198806;35;36570;249;397705;7;274636;13;231220;5;4990;4;3970;6;5990;6;5990;0;0;0;0;5;4990;4;4000
29.03.2022 11:00;4;4000;4;3990;6;6000;6;5990;21;27400;293;231110;129;200540;31;976923;10;264061;41;79600;272;626500;4;71824;13;317660;4;4000;4;4000;6;5990;6;5990;0;0;0;0;4;3990;4;3990
29.03.2022 12:00;5;5000;4;4000;6;6000;6;6000;38;51190;329;398980;142;288893;37;716410;18;243300;36;66422;291;666132;16;294710;15;400762;4;3990;4;4000;6;6000;6;5970;0;0;0;0;5;5000;4;4000
29.03.2022 13:00;4;4000;4;4000;5;5000;6;6000;78;105598;407;497248;142;547840;72;1260507;37;496810;44;62820;295;861883;14;378750;22;431870;4;4000;4;4000;5;5000;6;6000;0;0;0;0;4;3990;4;4000
29.03.2022 14:00;4;3990;5;5000;6;6000;6;5980;47;61301;368;430598;133;208510;29;652959;10;239389;40;66990;294;738856;18;274123;22;468616;4;4000;5;5000;7;7073;6;6000;0;0;0;0;4;3990;5;5000
29.03.2022 15:00;4;3990;4;4000;7;6980;6;5990;44;56402;383;397610;110;240049;25;520140;15;310751;44;48670;287;663298;13;324033;18;309605;4;3990;4;4000;6;6000;6;6000;0;0;0;0;4;4000;4;4000
29.03.2022 16:00;4;3990;4;4000;4;4000;6;6000;43;53670;479;370827;117;158530;28;453600;13;322270;52;33922;313;702856;16;405180;21;608197;4;3990;4;3990;5;4990;6;5990;1;1100;0;0;4;4000;4;3980
29.03.2022 17:00;4;4000;4;4000;7;7000;6;6000;50;56200;436;398070;136;104400;27;588558;13;220438;61;22070;340;673508;22;455608;22;322070;4;4000;4;3990;7;6990;6;6000;0;0;0;0;4;4000;4;4000
29.03.2022 18:00;4;4000;4;4000;6;5990;6;5980;34;40430;432;348949;130;47270;6;222790;7;14310;44;12780;263;506401;16;363539;16;288360;4;3990;4;4057;6;5990;6;6000;0;0;0;0;4;4000;4;4000
29.03.2022 19:00;4;4000;4;4000;6;6000;6;5990;39;52777;330;236603;78;52210;10;280410;5;53000;27;6380;186;299990;14;359140;14;371024;4;3990;4;3990;6;5980;6;6000;0;0;0;0;4;4000;4;4000
29.03.2022 20:00;4;4000;0;0;7;7000;5;5000;16;18640;219;134777;73;52080;1;42490;3;1440;24;9370;123;135060;5;92940;14;284230;4;4000;0;0;7;6990;5;5000;0;0;0;0;4;3990;0;0
29.03.2022 21:00;0;0;0;0;4;3990;4;3980;7;9750;156;76590;63;16250;4;155640;2;1120;13;3990;90;164800;2;118090;10;254744;0;0;0;0;4;4000;4;4000;0;0;0;0;0;0;0;0
29.03.2022 22:00;1;1000;0;0;5;4990;3;2990;9;10240;132;62160;57;27370;4;141526;2;63490;10;3180;57;60901;4;60790;2;62436;1;1000;0;0;5;5000;3;2990;0;0;0;0;1;1000;0;0
29.03.2022 23:00;0;0;1;1000;4;3990;2;2000;0;0;62;27190;25;7780;0;0;1;4140;7;2550;29;52886;1;54590;2;41370;0;0;1;1000;4;4000;2;2000;0;0;0;0;0;0;1;1000
30.03.2022 00:00;0;0;0;0;2;2000;2;1990;0;0;26;10180;22;9080;1;25460;0;0;3;1750;16;8780;0;0;1;68167;0;0;0;0;2;1990;2;2000;0;0;0;0;0;0;0;0
30.03.2022 01:00;0;0;0;0;5;5000;0;0;0;0;21;8430;23;6680;1;48573;0;0;1;160;9;3040;0;0;1;59520;0;0;0;0;5;5000;0;0;0;0;0;0;0;0;0;0
30.03.2022 02:00;0;0;0;0;0;0;0;0;0;0;10;4620;10;3040;2;69540;1;480;2;630;8;3660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.03.2022 03:00;0;0;0;0;0;0;4;4000;0;0;7;2380;4;800;0;0;0;0;1;160;2;790;0;0;0;0;0;0;0;0;0;0;4;4000;0;0;0;0;0;0;0;0
30.03.2022 04:00;0;0;0;0;2;2000;4;3990;0;0;12;5430;9;2070;0;0;0;0;2;310;9;2870;0;0;0;0;0;0;0;0;2;1990;4;3980;0;0;0;0;0;0;0;0
30.03.2022 05:00;0;0;1;1000;3;3000;8;7990;0;0;32;15460;42;22320;2;118720;0;0;20;5280;47;32450;0;0;9;236194;0;0;1;1000;3;3000;8;7980;0;0;0;0;0;0;1;990
30.03.2022 06:00;1;1000;4;4000;6;5990;6;6000;3;3980;77;50910;84;138330;3;58410;6;55220;39;27850;117;102070;5;133990;8;279270;1;1000;4;4000;6;5990;6;5980;0;0;0;0;1;1000;4;4000
30.03.2022 07:00;4;4000;4;3990;6;5990;6;6000;48;69130;201;188805;182;1387775;104;2077253;49;693936;91;421657;406;1055312;11;204085;32;827404;4;4000;4;4000;6;5980;6;6000;0;0;0;0;4;3990;4;4000
30.03.2022 08:00;4;3980;4;3990;6;5990;6;5980;32;36940;290;247300;177;576424;52;1192339;18;381979;63;67610;390;858062;10;256295;24;508705;4;3990;4;4000;6;5980;6;6000;0;0;0;0;4;4000;4;3990
30.03.2022 09:00;6;5980;4;4000;6;5990;6;5990;15;18570;255;230930;168;177156;16;320392;9;197859;70;74470;327;566486;9;177184;15;401320;5;4990;4;3980;6;6000;6;5980;0;0;0;0;6;6000;4;3980
30.03.2022 10:00;4;4000;6;5990;6;6000;6;5990;21;31120;281;288720;134;405464;18;593590;7;99536;55;14040;276;491968;7;228814;15;286042;4;4000;6;6000;6;6000;6;6062;0;0;0;0;4;3990;6;6000
30.03.2022 11:00;4;3980;3;3000;5;4990;5;5000;19;23580;321;333210;149;202560;21;593802;16;320224;53;15430;290;635975;5;163600;15;412408;4;4000;3;3000;5;4990;5;5000;0;0;0;0;4;3990;3;3000
30.03.2022 12:00;4;4000;4;4000;5;4990;7;7000;28;30610;362;450735;131;380890;40;719373;15;248298;54;98320;291;633784;9;107400;17;671961;4;4000;4;3990;5;4980;7;7000;0;0;0;0;4;4000;4;4000
30.03.2022 13:00;4;4000;4;4000;6;6000;7;6990;35;42918;403;469756;153;481021;74;1287463;38;576335;43;119680;293;853513;11;400210;20;519290;4;4000;4;4000;6;6000;6;6000;0;0;0;0;4;4000;4;4048
30.03.2022 14:00;4;4000;3;2990;6;6000;5;4990;30;35810;365;395490;116;162450;30;774799;9;90860;45;88160;265;665018;17;459150;14;398394;4;4000;3;3000;6;6000;5;4990;0;0;0;0;4;4000;3;3000
30.03.2022 15:00;4;3990;5;5000;4;4000;6;5980;49;69320;380;325000;148;138560;28;685407;14;292645;51;107430;320;678370;12;287089;14;116640;4;3970;5;4980;5;5000;5;5010;0;0;0;0;4;4000;5;4990
30.03.2022 16:00;4;4000;4;4000;7;6990;6;5980;37;43840;415;303790;123;112050;25;490798;12;183800;37;10050;298;481116;13;453498;18;410893;4;3990;4;4000;6;5980;6;5990;0;0;0;0;4;4000;4;3990
30.03.2022 17:00;4;4000;4;4000;6;6000;6;5990;21;28320;438;375000;115;92991;11;268300;9;209313;45;25160;292;501549;16;378187;18;572531;4;4068;4;3990;6;5990;6;5990;0;0;0;0;4;3990;4;4000
30.03.2022 18:00;4;4000;4;3970;6;5990;7;6980;45;64770;410;370666;119;91350;13;332494;8;193753;44;16220;258;603037;13;365300;17;424924;4;4000;4;3990;6;5990;6;6000;0;0;0;0;4;4000;4;4000
30.03.2022 19:00;4;4000;3;3000;6;5990;6;6000;24;30590;335;227390;94;87680;8;172660;4;25470;25;6840;185;356385;10;194470;12;455300;4;4000;3;3000;6;5990;6;5430;0;0;0;0;4;4000;3;3000
30.03.2022 20:00;4;3980;1;1000;7;7000;5;4990;14;18650;259;151470;67;17070;6;199560;2;40580;20;5250;112;199395;2;68430;6;207577;4;3990;1;1000;7;6990;5;5000;0;0;0;0;4;4000;1;1000
30.03.2022 21:00;1;1000;0;0;4;4000;4;3990;5;7600;159;84550;72;41550;0;0;3;60630;14;3980;83;107028;11;261677;9;307107;1;1000;0;0;4;3990;4;4000;0;0;0;0;1;1000;0;0
30.03.2022 22:00;0;0;1;1000;3;3000;3;3000;2;2020;112;55110;45;33740;3;113046;3;960;6;2380;52;65090;2;1110;7;253646;0;0;1;1000;3;2990;3;3000;0;0;0;0;0;0;1;1000
30.03.2022 23:00;0;0;0;0;5;5000;2;2000;0;0;70;30958;30;9890;2;98500;0;0;3;1430;31;30700;1;40420;2;27050;0;0;0;0;5;5000;2;2000;0;0;0;0;0;0;0;0
31.03.2022 00:00;0;0;0;0;2;2000;2;2000;0;0;33;14610;22;7940;2;80040;2;1120;3;640;17;35190;2;19740;3;79410;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
31.03.2022 01:00;0;0;0;0;5;4990;0;0;0;0;17;6850;20;5090;0;0;0;0;5;1590;16;7020;0;0;0;0;0;0;0;0;5;4990;0;0;0;0;0;0;0;0;0;0
31.03.2022 02:00;0;0;0;0;0;0;0;0;0;0;6;2870;9;3360;1;28800;1;640;1;320;4;1760;1;34370;1;47580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.03.2022 03:00;0;0;0;0;0;0;4;4000;0;0;5;1760;7;2080;1;53790;0;0;0;0;6;11940;1;50760;1;800;0;0;0;0;0;0;4;4000;0;0;0;0;0;0;0;0
31.03.2022 04:00;0;0;0;0;2;2000;4;3990;0;0;12;5250;6;1440;0;0;0;0;1;320;9;3670;0;0;0;0;0;0;0;0;2;2000;5;5000;0;0;0;0;0;0;0;0
31.03.2022 05:00;0;0;1;1000;3;2990;7;6990;1;1010;24;10940;31;10390;2;117280;1;470;11;3970;50;51795;0;0;8;242651;0;0;1;1000;3;3000;6;5990;0;0;0;0;0;0;1;1000
31.03.2022 06:00;1;1000;4;4000;5;4990;5;5000;7;8640;105;62100;67;144283;1;55617;7;5110;26;37100;126;226983;7;154385;17;408407;1;1000;4;3990;5;5000;5;5000;0;0;0;0;1;1000;4;3990
31.03.2022 07:00;4;4000;4;3990;5;5000;5;4970;57;70771;209;214820;189;1245240;91;1786600;57;778599;73;267346;359;794520;13;135750;32;643542;4;3990;4;4000;5;5000;5;5000;0;0;0;0;4;4000;4;4000
31.03.2022 08:00;4;3990;3;3000;5;5000;5;5000;32;41878;259;201570;150;301795;31;764499;8;52060;69;120226;391;716270;9;208355;25;589058;4;3990;4;4000;5;4980;5;4980;0;0;0;0;4;4000;4;4000
31.03.2022 09:00;4;4000;5;5000;5;5000;7;6990;31;44660;288;263150;127;268365;41;958909;18;143440;50;96805;316;653719;8;204190;15;253120;4;3980;4;3990;5;4990;6;5990;0;0;0;0;4;4000;4;3990
31.03.2022 10:00;4;4000;3;2980;5;5000;6;5980;25;31670;269;212394;112;169671;15;568702;19;264433;53;98040;303;637079;8;167159;10;304843;4;3980;3;3000;5;5000;7;6970;0;0;0;0;4;4000;3;2990
31.03.2022 11:00;4;4053;3;3000;5;5000;7;7047;27;46748;361;413015;127;178120;14;361623;12;175050;37;48446;289;572733;15;443346;13;238984;4;3990;3;3000;5;4980;6;5990;0;0;0;0;4;4000;3;3000
31.03.2022 12:00;5;4980;4;3990;7;6990;4;4000;27;36070;407;459791;147;372566;36;752038;19;389762;58;120970;305;674736;8;138130;15;369727;5;4990;4;3990;7;6980;5;5000;0;0;0;0;4;3990;4;4000
31.03.2022 13:00;6;5980;5;4990;5;5000;8;8000;32;42315;394;469470;133;415069;73;1410436;39;616815;46;85300;309;758242;13;406740;11;240515;6;6000;6;5980;5;4990;7;6990;0;0;0;0;6;6000;5;4990
31.03.2022 14:00;4;4000;5;5000;6;5990;6;5990;36;49500;344;314376;136;185141;29;813578;9;188628;52;137040;324;771205;14;462779;17;446766;4;3990;4;3990;6;5990;6;5990;0;0;0;0;4;3990;4;4000
31.03.2022 15:00;4;4000;4;4000;7;7000;6;6000;40;54013;437;445912;133;176470;25;605340;15;281670;46;29450;294;577750;15;224625;16;413030;4;3990;4;4000;7;7000;6;5980;0;0;0;0;4;3990;4;4000
31.03.2022 16:00;4;4000;4;4000;6;6000;6;5980;24;35600;437;434520;125;77490;25;676828;13;409858;45;21050;306;562486;17;376173;14;446260;4;3990;4;3990;6;6000;6;6000;0;0;0;0;4;4000;4;4000
31.03.2022 17:00;4;4000;4;3980;6;5990;6;6000;37;45370;438;410624;123;176160;15;411171;11;169180;62;71310;363;624181;10;223966;16;223811;4;4000;4;4000;6;5990;6;5980;0;0;0;0;4;3990;4;4000
31.03.2022 18:00;4;4000;4;4000;6;5990;6;5990;28;33148;460;407139;111;151166;14;482583;8;187479;38;14190;254;385447;10;376416;23;525518;4;4000;4;4000;6;6000;6;6000;0;0;0;0;4;3990;4;4000
31.03.2022 19:00;4;3990;4;4000;6;6000;6;6000;17;22830;344;294112;112;184032;15;438377;5;62289;33;28500;220;559051;10;287518;8;279827;4;4000;4;4000;6;6000;6;5990;0;0;0;0;4;3990;4;4000
31.03.2022 20:00;4;3970;0;0;7;6990;5;5000;12;13620;233;158750;76;35230;12;249577;7;190570;32;8590;112;137990;9;186030;9;200312;4;4000;0;0;7;7000;5;5000;0;0;0;0;4;3990;0;0
31.03.2022 21:00;0;0;0;0;5;5000;4;4000;8;10510;163;85090;76;66530;13;274490;6;70020;26;7650;96;206730;8;317170;10;184176;0;0;0;0;5;4990;4;4000;0;0;0;0;0;0;0;0
31.03.2022 22:00;0;0;0;0;4;4000;3;2990;9;10048;152;76900;65;17210;11;261145;1;11610;15;3520;58;55990;6;166940;6;165729;0;0;0;0;4;4000;3;3000;0;0;0;0;0;0;0;0
31.03.2022 23:00;0;0;0;0;4;3990;2;2000;1;1810;64;32180;49;16060;1;29120;1;480;13;5080;43;47798;2;950;5;181778;0;0;0;0;4;3990;2;2000;0;0;0;0;0;0;0;0
01.04.2022 00:00;0;0;0;0;2;2000;2;1990;0;0;31;13550;19;6370;2;68008;0;0;6;2432;14;6582;1;16710;1;20050;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
01.04.2022 01:00;0;0;0;0;5;5000;0;0;0;0;19;7320;18;4470;0;0;0;0;6;1440;15;6230;0;0;0;0;0;0;0;0;5;5000;0;0;0;0;0;0;0;0;0;0
01.04.2022 02:00;0;0;0;0;0;0;0;0;0;0;11;4780;10;2390;0;0;0;0;1;320;7;3330;0;0;1;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2022 03:00;0;0;0;0;0;0;4;4000;0;0;8;2560;9;2720;1;17670;1;320;1;160;4;2080;0;0;0;0;0;0;0;0;0;0;4;4000;0;0;0;0;0;0;0;0
01.04.2022 04:00;0;0;0;0;2;2000;4;4000;0;0;13;5080;20;4790;0;0;0;0;5;960;16;9370;1;630;1;35010;0;0;0;0;2;2000;4;4000;0;0;0;0;0;0;0;0
01.04.2022 05:00;0;0;1;1000;3;3000;8;7980;1;1280;26;11640;40;20850;2;66990;1;320;14;3830;42;28780;2;36440;6;138780;0;0;1;1000;3;3000;8;8000;0;0;0;0;0;0;1;990
01.04.2022 06:00;1;1000;4;3990;6;5990;6;5990;7;8040;75;43440;73;34890;3;162201;5;1760;23;8120;130;190980;7;170501;15;408102;1;1000;4;4000;6;6000;6;5990;0;0;0;0;1;1000;4;4000
01.04.2022 07:00;4;3980;4;3990;6;6000;6;6000;45;59850;182;212470;195;828278;84;1717326;30;457846;81;194440;330;737471;14;303977;24;696520;4;4000;4;3990;6;6000;6;5980;0;0;0;0;4;3990;4;3990
01.04.2022 08:00;4;4000;4;4000;6;5980;6;5990;40;49455;258;253460;161;486954;51;1225314;22;538735;66;47832;355;718299;6;109042;17;368542;4;4000;4;4000;6;5980;6;5990;0;0;0;0;4;4000;4;4000
01.04.2022 09:00;4;3990;4;4000;6;5990;6;6000;17;21260;281;262292;139;170739;32;685797;11;211721;61;115329;329;735710;11;148239;17;313020;4;3990;4;4000;6;6000;6;6000;0;0;0;0;4;4000;4;3990
01.04.2022 10:00;4;3990;4;3990;6;5990;6;6000;17;20650;303;328089;119;286612;21;555147;14;94726;62;63790;317;538705;10;317055;18;475909;4;4000;4;3980;6;6000;6;5990;0;0;0;0;4;4000;4;4000
01.04.2022 11:00;4;3980;4;4000;6;6000;6;5990;22;26110;354;345487;136;298636;33;815102;10;156430;34;97763;290;603964;11;239850;15;496500;4;4000;4;4000;6;6000;6;5990;0;0;0;0;4;3990;4;4000
01.04.2022 12:00;4;4000;4;4000;6;5990;6;5980;31;41863;430;557960;154;548877;68;1489939;22;450820;50;78480;325;840089;20;551598;22;466484;4;4000;4;4000;6;6000;6;5990;0;0;0;0;4;4000;4;3990
01.04.2022 13:00;4;3990;3;2980;6;5990;6;5990;35;39278;439;522473;161;411930;75;1448017;34;616090;84;123557;289;752580;11;290900;10;390130;4;4000;3;2980;6;5990;6;6000;0;0;0;0;3;2990;3;3000
01.04.2022 14:00;4;4000;5;4980;5;5000;6;5990;22;26904;442;483061;168;151630;29;765130;10;236800;53;37600;294;671950;13;290452;17;473379;4;3990;5;5000;5;5000;6;6000;0;0;0;0;4;3990;5;5000
01.04.2022 15:00;4;4000;4;3980;7;6980;6;6000;28;35590;426;429270;139;261939;20;546592;7;109810;68;20850;304;583983;16;379017;17;398280;4;4000;4;4000;7;6980;6;6000;0;0;0;0;4;4000;4;4000
01.04.2022 16:00;4;3990;4;3990;6;6000;6;6000;27;38298;388;312633;176;66240;12;516720;3;19410;74;45380;332;606197;17;371013;15;449237;4;3990;4;4000;6;6000;6;5990;0;0;0;0;4;3990;4;3990
01.04.2022 17:00;4;4000;4;4000;6;6000;6;6000;27;31340;433;365260;166;138715;12;476854;2;1280;65;16280;300;458544;15;383660;18;520450;4;4000;4;4000;6;6000;6;5990;0;0;0;0;4;3990;4;3980
01.04.2022 18:00;4;3990;4;3990;5;4990;6;5990;13;15450;421;334385;154;75270;9;256040;3;64290;60;19270;295;413576;10;275866;20;806811;4;3990;4;4000;6;5990;6;5990;0;0;0;0;4;4000;4;4000
01.04.2022 19:00;4;3990;4;3990;7;7000;7;7000;14;14810;344;250540;124;57140;9;293562;0;0;36;33120;228;391732;13;355594;9;132860;4;3990;4;3980;6;6000;6;5990;0;0;0;0;4;3990;4;4000
01.04.2022 20:00;4;4000;0;0;6;5990;5;4980;11;12850;243;174783;96;83030;6;182380;4;2070;32;8420;142;217100;5;121100;16;574381;4;4000;0;0;6;5990;5;5000;0;0;0;0;4;4000;0;0
01.04.2022 21:00;0;0;0;0;6;5990;4;4000;7;9290;177;91515;78;18670;1;10020;0;0;21;5240;87;137960;10;263914;8;261310;0;0;0;0;6;5990;4;4000;0;0;0;0;0;0;0;0
01.04.2022 22:00;0;0;0;0;4;3990;3;3000;16;23060;135;82780;67;34490;9;173199;1;470;18;3030;75;146595;5;144820;6;166979;0;0;0;0;4;4000;3;3000;0;0;0;0;0;0;0;0
01.04.2022 23:00;0;0;0;0;4;4000;2;1990;6;9000;103;47946;63;17360;2;71673;1;320;17;5156;65;40456;2;43805;2;67373;0;0;0;0;4;4000;2;2000;0;0;0;0;0;0;0;0
02.04.2022 00:00;0;0;0;0;2;2000;2;2000;0;0;55;24360;48;15740;2;52350;3;1910;12;3040;43;38440;2;64770;4;175850;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
